order_id,order_date,month,customer_id,product_id,sales_rep_id,region_id,channel,quantity,unit_price,discount,revenue,cost,profit,sales_target,status
ORD-SLUMP-10044,2023-01-10,2023-01,CUST-1140,PROD-108,EMP-1006,REG-03,Enterprise Partner,6,1358.9,0.23,6278.12,5524.75,753.37,8475.46,Completed
ORD-SLUMP-10045,2023-01-10,2023-01,CUST-1153,PROD-118,EMP-1009,REG-03,Enterprise Partner,2,1925.66,0.22,3004.03,2643.55,360.48,4055.44,Completed
ORD-SLUMP-10046,2023-01-10,2023-01,CUST-1193,PROD-113,EMP-1018,REG-04,Enterprise Partner,4,3112.6,0.33,8341.77,7340.76,1001.01,11261.39,Completed
ORD-SLUMP-10047,2023-01-10,2023-01,CUST-1257,PROD-114,EMP-1023,REG-04,Enterprise Partner,3,1545.17,0.29,3291.21,2896.26,394.95,4443.13,Completed
ORD-SLUMP-10048,2023-01-11,2023-01,CUST-1217,PROD-109,EMP-1011,REG-03,Retail Store,3,4417.55,0.36,8481.7,7463.9,1017.8,11450.3,Completed
ORD-SLUMP-10049,2023-01-11,2023-01,CUST-1107,PROD-119,EMP-1022,REG-04,Enterprise Partner,3,1290.45,0.2,3097.08,2725.43,371.65,4181.06,Completed
ORD-SLUMP-10050,2023-01-11,2023-01,CUST-1180,PROD-106,EMP-1029,REG-05,Retail Store,7,3846.81,0.22,21003.58,18483.15,2520.43,28354.83,Completed
ORD-SLUMP-10051,2023-01-11,2023-01,CUST-1016,PROD-112,EMP-1002,REG-05,Direct Online,7,4020.29,0.35,18292.32,16097.24,2195.08,24694.63,Completed
ORD-SLUMP-10052,2023-01-11,2023-01,CUST-1251,PROD-112,EMP-1020,REG-02,Enterprise Partner,4,965.74,0.37,2433.66,2141.62,292.04,3285.44,Completed
ORD-SLUMP-10053,2023-01-11,2023-01,CUST-1086,PROD-108,EMP-1027,REG-04,Enterprise Partner,6,2269.73,0.28,9805.23,8628.6,1176.63,13237.06,Completed
ORD-SLUMP-10054,2023-01-11,2023-01,CUST-1250,PROD-113,EMP-1017,REG-04,Direct Online,1,2705.49,0.29,1920.9,1690.39,230.51,2593.22,Completed
ORD-SLUMP-10055,2023-01-11,2023-01,CUST-1030,PROD-116,EMP-1015,REG-04,Field Sales,5,1482.87,0.37,4671.04,4110.52,560.52,6305.9,Completed
ORD-SLUMP-10056,2023-01-11,2023-01,CUST-1201,PROD-114,EMP-1008,REG-02,Field Sales,1,1278.79,0.38,792.85,697.71,95.14,1070.35,Completed
ORD-SLUMP-10057,2023-01-11,2023-01,CUST-1134,PROD-106,EMP-1009,REG-01,Direct Online,4,2647.46,0.32,7201.09,6336.96,864.13,9721.47,Completed
ORD-SLUMP-10058,2023-01-12,2023-01,CUST-1120,PROD-116,EMP-1027,REG-03,Direct Online,2,3097.26,0.26,4583.94,4033.87,550.07,6188.32,Completed
ORD-SLUMP-10059,2023-01-12,2023-01,CUST-1146,PROD-115,EMP-1005,REG-01,Enterprise Partner,3,1404.76,0.25,3160.71,2781.42,379.29,4266.96,Completed
ORD-SLUMP-10060,2023-01-12,2023-01,CUST-1188,PROD-115,EMP-1003,REG-01,Retail Store,7,2177.39,0.27,11126.46,9791.28,1335.18,15020.72,Completed
ORD-SLUMP-10061,2023-01-13,2023-01,CUST-1027,PROD-116,EMP-1010,REG-01,Enterprise Partner,4,4256.49,0.22,13280.25,11686.62,1593.63,17928.34,Completed
ORD-SLUMP-10062,2023-01-13,2023-01,CUST-1009,PROD-117,EMP-1025,REG-02,Enterprise Partner,5,1232.78,0.37,3883.26,3417.27,465.99,5242.4,Completed
ORD-SLUMP-10063,2023-01-13,2023-01,CUST-1096,PROD-109,EMP-1014,REG-02,Direct Online,5,2776.14,0.24,10549.33,9283.41,1265.92,14241.6,Completed
ORD-SLUMP-10064,2023-01-13,2023-01,CUST-1221,PROD-112,EMP-1009,REG-02,Field Sales,4,2125.91,0.26,6292.69,5537.57,755.12,8495.13,Completed
ORD-SLUMP-10065,2023-01-13,2023-01,CUST-1154,PROD-116,EMP-1023,REG-05,Enterprise Partner,1,3034.1,0.37,1911.48,1682.1,229.38,2580.5,Completed
ORD-SLUMP-10066,2023-01-13,2023-01,CUST-1041,PROD-105,EMP-1019,REG-01,Direct Online,6,1703.49,0.29,7256.87,6386.05,870.82,9796.77,Completed
ORD-SLUMP-10067,2023-01-13,2023-01,CUST-1067,PROD-116,EMP-1006,REG-03,Retail Store,5,3782.9,0.38,11726.99,10319.75,1407.24,15831.44,Completed
ORD-SLUMP-10068,2023-01-14,2023-01,CUST-1115,PROD-104,EMP-1028,REG-02,Retail Store,2,2978.65,0.34,3931.82,3460.0,471.82,5307.96,Completed
ORD-SLUMP-10069,2023-01-15,2023-01,CUST-1102,PROD-103,EMP-1002,REG-04,Field Sales,5,2891.04,0.22,11275.06,9922.05,1353.01,15221.33,Completed
ORD-SLUMP-10070,2023-01-15,2023-01,CUST-1017,PROD-117,EMP-1021,REG-03,Retail Store,4,3984.19,0.2,12749.41,11219.48,1529.93,17211.7,Completed
ORD-SLUMP-10071,2023-01-15,2023-01,CUST-1127,PROD-113,EMP-1008,REG-05,Retail Store,1,1757.57,0.23,1353.33,1190.93,162.4,1827.0,Completed
ORD-SLUMP-10072,2023-01-15,2023-01,CUST-1054,PROD-110,EMP-1025,REG-03,Direct Online,2,2818.41,0.28,4058.51,3571.49,487.02,5478.99,Completed
ORD-SLUMP-10073,2023-01-15,2023-01,CUST-1024,PROD-114,EMP-1025,REG-01,Retail Store,5,3157.69,0.27,11525.57,10142.5,1383.07,15559.52,Completed
ORD-SLUMP-10074,2023-01-16,2023-01,CUST-1242,PROD-118,EMP-1009,REG-03,Direct Online,1,2154.89,0.23,1659.27,1460.16,199.11,2240.01,Completed
ORD-SLUMP-10075,2023-01-16,2023-01,CUST-1119,PROD-117,EMP-1021,REG-01,Retail Store,2,2611.94,0.36,3343.28,2942.09,401.19,4513.43,Completed
ORD-SLUMP-10076,2023-01-16,2023-01,CUST-1184,PROD-108,EMP-1022,REG-03,Field Sales,2,1810.19,0.34,2389.45,2102.72,286.73,3225.76,Completed
ORD-SLUMP-10077,2023-01-16,2023-01,CUST-1105,PROD-103,EMP-1028,REG-03,Field Sales,7,1120.33,0.23,6038.58,5313.95,724.63,8152.08,Completed
ORD-SLUMP-10078,2023-01-16,2023-01,CUST-1298,PROD-110,EMP-1001,REG-02,Field Sales,1,1043.51,0.26,772.2,679.54,92.66,1042.47,Completed
ORD-SLUMP-10079,2023-01-16,2023-01,CUST-1275,PROD-117,EMP-1029,REG-05,Field Sales,2,1025.29,0.21,1619.96,1425.56,194.4,2186.95,Completed
ORD-SLUMP-10080,2023-01-17,2023-01,CUST-1023,PROD-117,EMP-1023,REG-01,Field Sales,2,1870.6,0.23,2880.72,2535.03,345.69,3888.97,Completed
ORD-SLUMP-10081,2023-01-17,2023-01,CUST-1034,PROD-106,EMP-1012,REG-02,Field Sales,5,3228.34,0.39,9846.44,8664.87,1181.57,13292.69,Completed
ORD-SLUMP-10082,2023-01-17,2023-01,CUST-1288,PROD-102,EMP-1028,REG-05,Retail Store,4,3035.94,0.32,8257.76,7266.83,990.93,11147.98,Completed
ORD-SLUMP-10083,2023-01-17,2023-01,CUST-1004,PROD-116,EMP-1022,REG-03,Enterprise Partner,1,1999.28,0.35,1299.53,1143.59,155.94,1754.37,Completed
ORD-SLUMP-10084,2023-01-17,2023-01,CUST-1272,PROD-108,EMP-1027,REG-04,Enterprise Partner,6,918.11,0.28,3966.24,3490.29,475.95,5354.42,Completed
ORD-SLUMP-10085,2023-01-17,2023-01,CUST-1222,PROD-101,EMP-1007,REG-03,Field Sales,4,3468.01,0.22,10820.19,9521.77,1298.42,14607.26,Completed
ORD-SLUMP-10086,2023-01-18,2023-01,CUST-1263,PROD-111,EMP-1006,REG-05,Enterprise Partner,6,3017.48,0.21,14302.86,12586.52,1716.34,19308.86,Completed
ORD-SLUMP-10087,2023-01-18,2023-01,CUST-1052,PROD-118,EMP-1007,REG-04,Direct Online,1,4204.63,0.2,3363.7,2960.06,403.64,4541.0,Completed
ORD-SLUMP-10088,2023-01-18,2023-01,CUST-1247,PROD-109,EMP-1019,REG-01,Retail Store,7,3687.2,0.26,19099.7,16807.74,2291.96,25784.6,Completed
ORD-SLUMP-10089,2023-01-18,2023-01,CUST-1274,PROD-112,EMP-1016,REG-01,Direct Online,1,3896.82,0.36,2493.96,2194.68,299.28,3366.85,Completed
ORD-SLUMP-10090,2023-01-18,2023-01,CUST-1168,PROD-107,EMP-1029,REG-03,Direct Online,3,2273.39,0.21,5387.93,4741.38,646.55,7273.71,Completed
ORD-SLUMP-10091,2023-01-18,2023-01,CUST-1066,PROD-113,EMP-1014,REG-04,Field Sales,2,2096.26,0.37,2641.29,2324.34,316.95,3565.74,Completed
ORD-SLUMP-10092,2023-01-19,2023-01,CUST-1248,PROD-102,EMP-1021,REG-02,Field Sales,3,3286.73,0.35,6409.12,5640.03,769.09,8652.31,Completed
ORD-SLUMP-10093,2023-01-19,2023-01,CUST-1180,PROD-114,EMP-1006,REG-02,Direct Online,6,2408.47,0.31,9971.07,8774.54,1196.53,13460.94,Completed
ORD-SLUMP-10094,2023-01-19,2023-01,CUST-1299,PROD-103,EMP-1017,REG-03,Field Sales,2,954.28,0.4,1145.14,1007.72,137.42,1545.94,Completed
ORD-SLUMP-10095,2023-01-19,2023-01,CUST-1114,PROD-111,EMP-1020,REG-05,Retail Store,1,4089.6,0.23,3148.99,2771.11,377.88,4251.14,Completed
ORD-SLUMP-10096,2023-01-19,2023-01,CUST-1000,PROD-101,EMP-1021,REG-03,Field Sales,4,3362.66,0.21,10626.01,9350.89,1275.12,14345.11,Completed
ORD-SLUMP-10097,2023-01-20,2023-01,CUST-1034,PROD-117,EMP-1015,REG-04,Enterprise Partner,7,3357.89,0.23,18099.03,15927.15,2171.88,24433.69,Completed
ORD-SLUMP-10098,2023-01-20,2023-01,CUST-1127,PROD-105,EMP-1001,REG-01,Enterprise Partner,5,2823.19,0.2,11292.76,9937.63,1355.13,15245.23,Completed
ORD-SLUMP-10099,2023-01-20,2023-01,CUST-1016,PROD-105,EMP-1010,REG-02,Retail Store,2,2735.06,0.32,3719.68,3273.32,446.36,5021.57,Completed
ORD-SLUMP-10100,2023-01-20,2023-01,CUST-1076,PROD-109,EMP-1022,REG-01,Enterprise Partner,5,4259.59,0.31,14695.59,12932.12,1763.47,19839.05,Completed
ORD-SLUMP-10101,2023-01-20,2023-01,CUST-1030,PROD-116,EMP-1025,REG-04,Field Sales,6,1736.73,0.31,7190.06,6327.25,862.81,9706.58,Completed
ORD-SLUMP-10102,2023-01-20,2023-01,CUST-1297,PROD-105,EMP-1002,REG-02,Direct Online,4,2106.45,0.39,5139.74,4522.97,616.77,6938.65,Completed
ORD-SLUMP-10103,2023-01-20,2023-01,CUST-1160,PROD-106,EMP-1016,REG-02,Field Sales,7,814.88,0.23,4392.2,3865.14,527.06,5929.47,Completed
ORD-SLUMP-10104,2023-01-20,2023-01,CUST-1117,PROD-105,EMP-1026,REG-04,Retail Store,6,1790.88,0.3,7521.7,6619.1,902.6,10154.3,Completed
ORD-SLUMP-10105,2023-01-21,2023-01,CUST-1193,PROD-110,EMP-1007,REG-02,Retail Store,1,992.37,0.34,654.96,576.36,78.6,884.2,Completed
ORD-SLUMP-10106,2023-01-21,2023-01,CUST-1292,PROD-111,EMP-1025,REG-01,Enterprise Partner,7,1489.71,0.38,6465.34,5689.5,775.84,8728.21,Completed
ORD-SLUMP-10107,2023-01-21,2023-01,CUST-1166,PROD-110,EMP-1017,REG-04,Enterprise Partner,2,2258.09,0.3,3161.33,2781.97,379.36,4267.8,Completed
ORD-SLUMP-10108,2023-01-21,2023-01,CUST-1022,PROD-114,EMP-1012,REG-03,Enterprise Partner,5,3442.66,0.29,12221.44,10754.87,1466.57,16498.94,Completed
ORD-SLUMP-10109,2023-01-21,2023-01,CUST-1273,PROD-112,EMP-1016,REG-02,Field Sales,1,4384.05,0.21,3463.4,3047.79,415.61,4675.59,Completed
ORD-SLUMP-10110,2023-01-21,2023-01,CUST-1226,PROD-105,EMP-1010,REG-01,Direct Online,2,812.12,0.32,1104.48,971.94,132.54,1491.05,Completed
ORD-SLUMP-10111,2023-01-22,2023-01,CUST-1166,PROD-104,EMP-1001,REG-02,Direct Online,6,1770.53,0.23,8179.85,7198.27,981.58,11042.8,Completed
ORD-SLUMP-10112,2023-01-22,2023-01,CUST-1134,PROD-109,EMP-1001,REG-02,Direct Online,5,2941.1,0.36,9411.52,8282.14,1129.38,12705.55,Completed
ORD-SLUMP-10113,2023-01-22,2023-01,CUST-1063,PROD-101,EMP-1002,REG-03,Direct Online,1,2574.16,0.25,1930.62,1698.95,231.67,2606.34,Completed
ORD-SLUMP-10114,2023-01-22,2023-01,CUST-1203,PROD-102,EMP-1007,REG-03,Direct Online,6,3938.74,0.22,18433.3,16221.3,2212.0,24884.96,Completed
ORD-SLUMP-10115,2023-01-22,2023-01,CUST-1266,PROD-101,EMP-1001,REG-02,Field Sales,4,1382.39,0.26,4091.87,3600.85,491.02,5524.02,Completed
ORD-SLUMP-10116,2023-01-22,2023-01,CUST-1014,PROD-118,EMP-1003,REG-01,Direct Online,6,2493.46,0.36,9574.89,8425.9,1148.99,12926.1,Completed
ORD-SLUMP-10117,2023-01-22,2023-01,CUST-1009,PROD-119,EMP-1026,REG-05,Field Sales,6,3441.7,0.21,16313.66,14356.02,1957.64,22023.44,Completed
ORD-SLUMP-10118,2023-01-23,2023-01,CUST-1206,PROD-106,EMP-1006,REG-04,Retail Store,6,3935.28,0.34,15583.71,13713.66,1870.05,21038.01,Completed
ORD-SLUMP-10119,2023-01-23,2023-01,CUST-1029,PROD-110,EMP-1029,REG-04,Field Sales,2,3906.13,0.38,4843.6,4262.37,581.23,6538.86,Completed
ORD-SLUMP-10120,2023-01-23,2023-01,CUST-1201,PROD-110,EMP-1021,REG-04,Enterprise Partner,3,832.57,0.39,1523.6,1340.77,182.83,2056.86,Completed
ORD-SLUMP-10121,2023-01-23,2023-01,CUST-1201,PROD-115,EMP-1009,REG-02,Retail Store,4,1277.75,0.33,3424.37,3013.45,410.92,4622.9,Completed
ORD-SLUMP-10122,2023-01-24,2023-01,CUST-1027,PROD-119,EMP-1025,REG-03,Enterprise Partner,5,1813.49,0.3,6347.22,5585.55,761.67,8568.75,Completed
ORD-SLUMP-10123,2023-01-24,2023-01,CUST-1038,PROD-119,EMP-1025,REG-05,Enterprise Partner,4,1340.81,0.27,3915.17,3445.35,469.82,5285.48,Completed
ORD-SLUMP-10124,2023-01-24,2023-01,CUST-1032,PROD-115,EMP-1027,REG-04,Direct Online,7,1068.46,0.32,5085.87,4475.57,610.3,6865.92,Completed
ORD-SLUMP-10125,2023-01-24,2023-01,CUST-1069,PROD-116,EMP-1015,REG-03,Field Sales,3,1794.82,0.4,3230.68,2843.0,387.68,4361.42,Completed
ORD-SLUMP-10126,2023-01-24,2023-01,CUST-1057,PROD-113,EMP-1026,REG-04,Field Sales,5,3776.15,0.22,14726.98,12959.74,1767.24,19881.42,Completed
ORD-SLUMP-10127,2023-01-24,2023-01,CUST-1154,PROD-111,EMP-1014,REG-03,Retail Store,4,3965.25,0.21,12530.19,11026.57,1503.62,16915.76,Completed
ORD-SLUMP-10128,2023-01-24,2023-01,CUST-1121,PROD-103,EMP-1003,REG-01,Direct Online,2,2016.43,0.38,2500.37,2200.33,300.04,3375.5,Completed
ORD-SLUMP-10129,2023-01-25,2023-01,CUST-1056,PROD-109,EMP-1021,REG-05,Field Sales,1,3304.75,0.31,2280.28,2006.65,273.63,3078.38,Completed
ORD-SLUMP-10130,2023-01-25,2023-01,CUST-1000,PROD-103,EMP-1014,REG-05,Direct Online,6,2193.43,0.36,8422.77,7412.04,1010.73,11370.74,Completed
ORD-SLUMP-10131,2023-01-25,2023-01,CUST-1117,PROD-108,EMP-1017,REG-05,Direct Online,7,3203.37,0.29,15920.75,14010.26,1910.49,21493.01,Completed
ORD-SLUMP-10132,2023-01-26,2023-01,CUST-1121,PROD-106,EMP-1011,REG-01,Direct Online,3,4258.16,0.36,8175.67,7194.59,981.08,11037.15,Completed
ORD-SLUMP-10133,2023-01-26,2023-01,CUST-1230,PROD-102,EMP-1003,REG-04,Retail Store,1,3231.85,0.37,2036.07,1791.74,244.33,2748.69,Completed
ORD-SLUMP-10134,2023-01-26,2023-01,CUST-1182,PROD-109,EMP-1001,REG-05,Field Sales,7,1800.82,0.26,9328.25,8208.86,1119.39,12593.14,Completed
ORD-SLUMP-10135,2023-01-26,2023-01,CUST-1129,PROD-119,EMP-1013,REG-02,Direct Online,2,3340.39,0.28,4810.16,4232.94,577.22,6493.72,Completed
ORD-SLUMP-10136,2023-01-26,2023-01,CUST-1266,PROD-113,EMP-1029,REG-03,Field Sales,6,2285.85,0.38,8503.36,7482.96,1020.4,11479.54,Completed
ORD-SLUMP-10137,2023-01-27,2023-01,CUST-1005,PROD-113,EMP-1021,REG-03,Enterprise Partner,3,4089.17,0.21,9691.33,8528.37,1162.96,13083.3,Completed
ORD-SLUMP-10138,2023-01-27,2023-01,CUST-1259,PROD-110,EMP-1023,REG-03,Enterprise Partner,2,2050.46,0.29,2911.65,2562.25,349.4,3930.73,Completed
ORD-SLUMP-10139,2023-01-27,2023-01,CUST-1087,PROD-109,EMP-1025,REG-02,Direct Online,5,2348.14,0.23,9040.34,7955.5,1084.84,12204.46,Completed
ORD-SLUMP-10140,2023-01-27,2023-01,CUST-1111,PROD-105,EMP-1001,REG-02,Retail Store,7,2054.81,0.24,10931.59,9619.8,1311.79,14757.65,Completed
ORD-SLUMP-10141,2023-01-27,2023-01,CUST-1215,PROD-112,EMP-1021,REG-03,Field Sales,6,3653.32,0.32,14905.55,13116.88,1788.67,20122.49,Completed
ORD-SLUMP-10142,2023-01-27,2023-01,CUST-1183,PROD-111,EMP-1022,REG-04,Enterprise Partner,5,1510.13,0.2,6040.52,5315.66,724.86,8154.7,Completed
ORD-SLUMP-10143,2023-01-27,2023-01,CUST-1024,PROD-117,EMP-1023,REG-02,Field Sales,2,1895.26,0.3,2653.36,2334.96,318.4,3582.04,Completed
ORD-SLUMP-10144,2023-01-28,2023-01,CUST-1279,PROD-106,EMP-1028,REG-01,Direct Online,3,962.03,0.38,1789.38,1574.65,214.73,2415.66,Completed
ORD-SLUMP-10145,2023-01-28,2023-01,CUST-1235,PROD-109,EMP-1015,REG-01,Field Sales,3,3779.91,0.32,7711.02,6785.7,925.32,10409.88,Completed
ORD-SLUMP-10146,2023-01-28,2023-01,CUST-1184,PROD-109,EMP-1027,REG-02,Retail Store,1,4183.54,0.32,2844.81,2503.43,341.38,3840.49,Completed
ORD-SLUMP-10147,2023-01-29,2023-01,CUST-1078,PROD-102,EMP-1016,REG-01,Enterprise Partner,5,1175.05,0.31,4053.92,3567.45,486.47,5472.79,Completed
ORD-SLUMP-10148,2023-01-29,2023-01,CUST-1147,PROD-107,EMP-1026,REG-05,Enterprise Partner,7,4423.16,0.26,22911.97,20162.53,2749.44,30931.16,Completed
ORD-SLUMP-10149,2023-01-29,2023-01,CUST-1211,PROD-112,EMP-1004,REG-01,Field Sales,7,2059.7,0.34,9515.81,8373.91,1141.9,12846.34,Completed
ORD-SLUMP-10150,2023-01-29,2023-01,CUST-1246,PROD-117,EMP-1007,REG-03,Direct Online,1,4099.41,0.37,2582.63,2272.71,309.92,3486.55,Completed
ORD-SLUMP-10151,2023-01-29,2023-01,CUST-1253,PROD-116,EMP-1022,REG-02,Enterprise Partner,4,2586.4,0.39,6310.82,5553.52,757.3,8519.61,Completed
