order_id,order_date,month,customer_id,product_id,sales_rep_id,region_id,channel,quantity,unit_price,discount,revenue,cost,profit,sales_target,status
ORD-HG-10022,2023-01-04,2023-01,CUST-1367,PROD-107,EMP-1034,REG-04,Enterprise Partner,40,13611.77,0.01,539026.09,260406.22,278619.87,495904.0,Completed
ORD-HG-10023,2023-01-04,2023-01,CUST-1172,PROD-112,EMP-1010,REG-01,Enterprise Partner,34,8757.64,0.02,291804.56,137102.43,154702.13,268460.2,Completed
ORD-HG-10024,2023-01-04,2023-01,CUST-1073,PROD-117,EMP-1049,REG-01,Field Sales,11,16475.38,0.02,177604.6,84314.83,93289.77,163396.23,Completed
ORD-HG-10025,2023-01-04,2023-01,CUST-1453,PROD-121,EMP-1011,REG-04,Direct Online,24,16117.52,0.05,367479.46,179272.92,188206.54,338081.1,Completed
ORD-HG-10026,2023-01-04,2023-01,CUST-1021,PROD-103,EMP-1028,REG-01,Direct Online,37,27188.06,0.04,965719.89,526177.92,439541.97,888462.3,Completed
ORD-HG-10027,2023-01-04,2023-01,CUST-1111,PROD-107,EMP-1028,REG-04,Field Sales,33,20862.03,0.03,667793.58,362389.48,305404.1,614370.09,Completed
ORD-HG-10028,2023-01-04,2023-01,CUST-1467,PROD-119,EMP-1016,REG-05,Enterprise Partner,17,42633.0,0.02,710265.78,320078.17,390187.61,653444.52,Completed
ORD-HG-10029,2023-01-04,2023-01,CUST-1399,PROD-105,EMP-1048,REG-02,Retail Store,33,32946.94,0.04,1043759.06,468152.76,575606.3,960258.34,Completed
ORD-HG-10030,2023-01-05,2023-01,CUST-1252,PROD-107,EMP-1039,REG-01,Enterprise Partner,17,30148.17,0.01,507393.7,275200.37,232193.33,466802.2,Completed
ORD-HG-10031,2023-01-05,2023-01,CUST-1068,PROD-112,EMP-1025,REG-01,Direct Online,15,16275.93,0.01,241697.56,101450.08,140247.48,222361.76,Completed
ORD-HG-10032,2023-01-05,2023-01,CUST-1466,PROD-124,EMP-1037,REG-02,Direct Online,36,15454.14,0.01,550785.55,226475.44,324310.11,506722.71,Completed
ORD-HG-10033,2023-01-05,2023-01,CUST-1212,PROD-110,EMP-1005,REG-02,Retail Store,10,11425.63,0.0,114256.3,48362.72,65893.58,105115.8,Completed
ORD-HG-10034,2023-01-05,2023-01,CUST-1093,PROD-112,EMP-1040,REG-03,Retail Store,17,30087.84,0.03,496148.48,237276.46,258872.02,456456.6,Completed
ORD-HG-10035,2023-01-05,2023-01,CUST-1145,PROD-106,EMP-1027,REG-05,Retail Store,15,39877.07,0.03,580211.37,314010.76,266200.61,533794.46,Completed
ORD-HG-10036,2023-01-05,2023-01,CUST-1106,PROD-120,EMP-1039,REG-04,Enterprise Partner,22,42368.01,0.01,922775.26,492355.22,430420.04,848953.24,Completed
ORD-HG-10037,2023-01-06,2023-01,CUST-1292,PROD-119,EMP-1010,REG-01,Enterprise Partner,12,40067.4,0.01,476000.71,250659.26,225341.45,437920.65,Completed
ORD-HG-10038,2023-01-06,2023-01,CUST-1214,PROD-119,EMP-1004,REG-01,Retail Store,23,13570.6,0.0,312123.8,164924.74,147199.06,287153.9,Completed
ORD-HG-10039,2023-01-06,2023-01,CUST-1011,PROD-106,EMP-1011,REG-03,Enterprise Partner,16,24121.59,0.03,374367.08,150256.17,224110.91,344417.71,Completed
ORD-HG-10040,2023-01-06,2023-01,CUST-1413,PROD-108,EMP-1033,REG-02,Enterprise Partner,42,31882.83,0.0,1339078.86,637132.72,701946.14,1231952.55,Completed
ORD-HG-10041,2023-01-06,2023-01,CUST-1393,PROD-108,EMP-1014,REG-02,Field Sales,34,44955.11,0.01,1513189.0,659147.59,854041.41,1392133.88,Completed
ORD-HG-10042,2023-01-06,2023-01,CUST-1021,PROD-104,EMP-1003,REG-05,Direct Online,23,5976.63,0.01,136087.87,70579.2,65508.67,125200.84,Completed
ORD-HG-10043,2023-01-06,2023-01,CUST-1138,PROD-112,EMP-1023,REG-02,Enterprise Partner,22,40364.0,0.04,852487.68,353379.58,499108.1,784288.67,Completed
ORD-HG-10044,2023-01-07,2023-01,CUST-1086,PROD-110,EMP-1044,REG-05,Direct Online,39,36032.7,0.01,1391222.55,657281.33,733941.22,1279924.75,Completed
ORD-HG-10045,2023-01-07,2023-01,CUST-1130,PROD-107,EMP-1004,REG-02,Enterprise Partner,21,41332.57,0.03,841944.45,461926.97,380017.48,774588.89,Completed
ORD-HG-10046,2023-01-07,2023-01,CUST-1306,PROD-119,EMP-1040,REG-02,Field Sales,14,11292.99,0.03,153358.8,69331.48,84027.32,141090.1,Completed
ORD-HG-10047,2023-01-07,2023-01,CUST-1434,PROD-119,EMP-1008,REG-04,Enterprise Partner,34,13107.24,0.04,427820.31,220262.11,207558.2,393594.69,Completed
ORD-HG-10048,2023-01-07,2023-01,CUST-1013,PROD-123,EMP-1003,REG-05,Direct Online,42,28074.08,0.03,1143738.02,550854.16,592883.86,1052238.98,Completed
ORD-HG-10049,2023-01-07,2023-01,CUST-1427,PROD-112,EMP-1010,REG-01,Direct Online,16,41870.49,0.02,656529.28,309769.43,346759.85,604006.94,Completed
ORD-HG-10050,2023-01-07,2023-01,CUST-1233,PROD-112,EMP-1033,REG-04,Enterprise Partner,31,17993.31,0.02,546636.76,296634.61,250002.15,502905.82,Completed
ORD-HG-10051,2023-01-08,2023-01,CUST-1328,PROD-103,EMP-1043,REG-03,Field Sales,44,13779.84,0.05,575997.31,232621.22,343376.09,529917.53,Completed
ORD-HG-10052,2023-01-08,2023-01,CUST-1268,PROD-110,EMP-1005,REG-05,Field Sales,22,20064.13,0.03,428168.53,218318.83,209849.7,393915.05,Completed
ORD-HG-10053,2023-01-08,2023-01,CUST-1098,PROD-117,EMP-1013,REG-01,Direct Online,39,40348.88,0.04,1510662.07,742954.02,767708.05,1389809.1,Completed
ORD-HG-10054,2023-01-08,2023-01,CUST-1465,PROD-107,EMP-1042,REG-05,Direct Online,29,5899.34,0.03,165948.43,67002.52,98945.91,152672.56,Completed
ORD-HG-10055,2023-01-08,2023-01,CUST-1202,PROD-119,EMP-1044,REG-02,Retail Store,24,14275.64,0.04,328910.75,144734.32,184176.43,302597.89,Completed
ORD-HG-10056,2023-01-08,2023-01,CUST-1004,PROD-111,EMP-1037,REG-03,Field Sales,15,32296.18,0.04,465064.99,198744.64,266320.35,427859.79,Completed
ORD-HG-10057,2023-01-08,2023-01,CUST-1064,PROD-113,EMP-1046,REG-02,Direct Online,30,33361.56,0.04,960812.93,450059.24,510753.69,883947.9,Completed
ORD-HG-10058,2023-01-08,2023-01,CUST-1277,PROD-101,EMP-1043,REG-05,Retail Store,26,19196.66,0.04,479148.63,241681.7,237466.93,440816.74,Completed
ORD-HG-10059,2023-01-09,2023-01,CUST-1130,PROD-110,EMP-1020,REG-02,Field Sales,43,18502.44,0.04,763780.72,416303.29,347477.43,702678.26,Completed
ORD-HG-10060,2023-01-09,2023-01,CUST-1410,PROD-108,EMP-1007,REG-02,Direct Online,18,12630.7,0.03,220532.02,105187.42,115344.6,202889.46,Completed
ORD-HG-10061,2023-01-09,2023-01,CUST-1089,PROD-104,EMP-1047,REG-01,Field Sales,43,38997.6,0.02,1643358.86,852782.51,790576.35,1511890.15,Completed
ORD-HG-10062,2023-01-09,2023-01,CUST-1398,PROD-123,EMP-1034,REG-01,Enterprise Partner,34,41105.17,0.0,1397575.78,572538.05,825037.73,1285769.72,Completed
ORD-HG-10063,2023-01-09,2023-01,CUST-1299,PROD-107,EMP-1004,REG-02,Enterprise Partner,23,21378.43,0.04,472035.73,243476.21,228559.52,434272.87,Completed
ORD-HG-10064,2023-01-09,2023-01,CUST-1251,PROD-117,EMP-1019,REG-02,Direct Online,12,24408.81,0.05,278260.43,152778.69,125481.74,255999.6,Completed
ORD-HG-10065,2023-01-09,2023-01,CUST-1288,PROD-115,EMP-1034,REG-03,Retail Store,12,34539.85,0.01,410333.42,184968.47,225364.95,377506.75,Completed
ORD-HG-10066,2023-01-09,2023-01,CUST-1027,PROD-122,EMP-1010,REG-04,Direct Online,36,8276.26,0.05,283048.09,125194.03,157854.06,260404.24,Completed
ORD-HG-10067,2023-01-09,2023-01,CUST-1126,PROD-102,EMP-1026,REG-02,Enterprise Partner,39,5729.69,0.04,214519.59,87467.48,127052.11,197358.02,Completed
ORD-HG-10068,2023-01-09,2023-01,CUST-1151,PROD-120,EMP-1030,REG-03,Field Sales,42,8254.86,0.02,339770.04,165524.96,174245.08,312588.44,Completed
ORD-HG-10069,2023-01-09,2023-01,CUST-1351,PROD-122,EMP-1047,REG-04,Enterprise Partner,26,43814.76,0.04,1093616.41,483585.04,610031.37,1006127.1,Completed
ORD-HG-10070,2023-01-10,2023-01,CUST-1021,PROD-108,EMP-1002,REG-01,Enterprise Partner,22,12842.38,0.03,274056.39,133187.25,140869.14,252131.88,Completed
ORD-HG-10071,2023-01-10,2023-01,CUST-1147,PROD-106,EMP-1013,REG-03,Retail Store,19,18246.03,0.0,346674.57,147223.64,199450.93,318940.6,Completed
ORD-HG-10072,2023-01-10,2023-01,CUST-1419,PROD-102,EMP-1037,REG-03,Retail Store,26,38483.67,0.03,970558.16,529648.99,440909.17,892913.51,Completed
ORD-HG-10073,2023-01-11,2023-01,CUST-1456,PROD-120,EMP-1040,REG-03,Direct Online,44,23915.86,0.02,1031251.88,470287.37,560964.51,948751.73,Completed
ORD-HG-10074,2023-01-11,2023-01,CUST-1169,PROD-112,EMP-1044,REG-02,Enterprise Partner,42,44610.14,0.04,1798680.84,969179.24,829501.6,1654786.37,Completed
ORD-HG-10075,2023-01-11,2023-01,CUST-1218,PROD-101,EMP-1005,REG-04,Retail Store,7,23487.44,0.05,156191.48,67398.44,88793.04,143696.16,Completed
ORD-HG-10076,2023-01-11,2023-01,CUST-1406,PROD-118,EMP-1012,REG-01,Enterprise Partner,35,15574.34,0.05,517846.8,221054.19,296792.61,476419.06,Completed
ORD-HG-10077,2023-01-11,2023-01,CUST-1105,PROD-112,EMP-1035,REG-02,Retail Store,37,29851.67,0.02,1082421.55,488845.12,593576.43,995827.83,Completed
ORD-HG-10078,2023-01-11,2023-01,CUST-1362,PROD-113,EMP-1008,REG-02,Retail Store,26,27876.68,0.02,710297.81,342254.81,368043.0,653473.99,Completed
ORD-HG-10079,2023-01-11,2023-01,CUST-1116,PROD-101,EMP-1032,REG-02,Enterprise Partner,12,5539.29,0.05,63147.91,32559.55,30588.36,58096.08,Completed
ORD-HG-10080,2023-01-11,2023-01,CUST-1430,PROD-114,EMP-1015,REG-04,Retail Store,43,23563.19,0.02,992952.83,497506.71,495446.12,913516.6,Completed
ORD-HG-10081,2023-01-11,2023-01,CUST-1062,PROD-108,EMP-1033,REG-03,Retail Store,11,42779.87,0.05,447049.64,212361.31,234688.33,411285.67,Completed
ORD-HG-10082,2023-01-12,2023-01,CUST-1320,PROD-104,EMP-1014,REG-03,Enterprise Partner,35,27012.4,0.03,917070.98,471578.93,445492.05,843705.3,Completed
ORD-HG-10083,2023-01-12,2023-01,CUST-1002,PROD-106,EMP-1010,REG-02,Field Sales,42,14128.49,0.01,587462.61,237696.6,349766.01,540465.6,Completed
ORD-HG-10084,2023-01-12,2023-01,CUST-1107,PROD-105,EMP-1006,REG-01,Retail Store,33,44254.04,0.0,1460383.32,604154.18,856229.14,1343552.65,Completed
ORD-HG-10085,2023-01-12,2023-01,CUST-1360,PROD-104,EMP-1013,REG-03,Enterprise Partner,24,44785.45,0.02,1053353.78,555967.66,497386.12,969085.48,Completed
ORD-HG-10086,2023-01-12,2023-01,CUST-1374,PROD-111,EMP-1040,REG-03,Field Sales,20,23178.41,0.03,449661.15,194262.45,255398.7,413688.26,Completed
ORD-HG-10087,2023-01-12,2023-01,CUST-1338,PROD-120,EMP-1039,REG-05,Enterprise Partner,43,11709.85,0.02,493453.08,271386.74,222066.34,453976.83,Completed
ORD-HG-10088,2023-01-12,2023-01,CUST-1190,PROD-101,EMP-1044,REG-01,Direct Online,41,9152.08,0.0,375235.28,154156.87,221078.41,345216.46,Completed
ORD-HG-10089,2023-01-12,2023-01,CUST-1049,PROD-101,EMP-1014,REG-03,Field Sales,9,12955.95,0.01,115437.51,47070.98,68366.53,106202.51,Completed
ORD-HG-10090,2023-01-12,2023-01,CUST-1064,PROD-101,EMP-1001,REG-02,Direct Online,37,43983.09,0.04,1562279.36,828780.67,733498.69,1437297.01,Completed
ORD-HG-10091,2023-01-12,2023-01,CUST-1469,PROD-104,EMP-1040,REG-01,Field Sales,43,35798.07,0.04,1477744.33,690186.66,787557.67,1359524.78,Completed
ORD-HG-10092,2023-01-13,2023-01,CUST-1271,PROD-103,EMP-1044,REG-01,Direct Online,35,6807.45,0.0,238260.75,105890.32,132370.43,219199.89,Completed
ORD-HG-10093,2023-01-13,2023-01,CUST-1454,PROD-101,EMP-1002,REG-05,Field Sales,31,26229.13,0.02,796840.97,337586.55,459254.42,733093.69,Completed
ORD-HG-10094,2023-01-13,2023-01,CUST-1152,PROD-117,EMP-1035,REG-01,Direct Online,35,25278.35,0.05,840505.14,372375.5,468129.64,773264.73,Completed
ORD-HG-10095,2023-01-13,2023-01,CUST-1020,PROD-124,EMP-1007,REG-04,Enterprise Partner,28,22507.9,0.04,605012.35,291542.19,313470.16,556611.36,Completed
ORD-HG-10096,2023-01-13,2023-01,CUST-1022,PROD-116,EMP-1008,REG-01,Field Sales,26,15322.64,0.02,390420.87,194026.67,196394.2,359187.2,Completed
ORD-HG-10097,2023-01-13,2023-01,CUST-1277,PROD-108,EMP-1017,REG-05,Retail Store,15,26906.94,0.03,391495.98,209270.0,182225.98,360176.3,Completed
ORD-HG-10098,2023-01-14,2023-01,CUST-1415,PROD-119,EMP-1039,REG-05,Direct Online,41,21147.71,0.02,849714.99,340028.03,509686.96,781737.79,Completed
ORD-HG-10099,2023-01-14,2023-01,CUST-1405,PROD-119,EMP-1002,REG-01,Enterprise Partner,24,13072.54,0.04,301191.32,145721.91,155469.41,277096.01,Completed
ORD-HG-10100,2023-01-14,2023-01,CUST-1059,PROD-115,EMP-1032,REG-01,Direct Online,43,44712.42,0.05,1826502.36,840384.08,986118.28,1680382.17,Completed
ORD-HG-10101,2023-01-14,2023-01,CUST-1379,PROD-116,EMP-1020,REG-01,Enterprise Partner,33,36337.9,0.01,1187159.19,641427.52,545731.67,1092186.45,Completed
ORD-HG-10102,2023-01-14,2023-01,CUST-1434,PROD-119,EMP-1031,REG-04,Enterprise Partner,8,36941.29,0.05,280753.8,116659.86,164093.94,258293.5,Completed
ORD-HG-10103,2023-01-14,2023-01,CUST-1412,PROD-121,EMP-1003,REG-05,Field Sales,8,19951.07,0.03,154820.3,81634.66,73185.64,142434.68,Completed
ORD-HG-10104,2023-01-14,2023-01,CUST-1421,PROD-124,EMP-1038,REG-02,Direct Online,36,14215.57,0.02,501525.31,254953.5,246571.81,461403.29,Completed
ORD-HG-10105,2023-01-14,2023-01,CUST-1059,PROD-115,EMP-1040,REG-04,Retail Store,29,5124.06,0.02,145625.79,63554.95,82070.84,133975.73,Completed
ORD-HG-10106,2023-01-14,2023-01,CUST-1195,PROD-115,EMP-1033,REG-01,Retail Store,18,31855.6,0.0,573400.8,297413.02,275987.78,527528.74,Completed
ORD-HG-10107,2023-01-15,2023-01,CUST-1322,PROD-118,EMP-1046,REG-04,Direct Online,7,10764.69,0.01,74599.3,38227.13,36372.17,68631.36,Completed
ORD-HG-10108,2023-01-15,2023-01,CUST-1146,PROD-118,EMP-1043,REG-05,Enterprise Partner,42,17295.47,0.05,690089.25,318371.57,371717.68,634882.11,Completed
ORD-HG-10109,2023-01-15,2023-01,CUST-1303,PROD-111,EMP-1041,REG-01,Enterprise Partner,12,28882.42,0.03,336191.37,180485.92,155705.45,309296.06,Completed
ORD-HG-10110,2023-01-15,2023-01,CUST-1299,PROD-124,EMP-1019,REG-05,Field Sales,17,42163.88,0.03,695282.38,329475.38,365807.0,639659.79,Completed
ORD-HG-10111,2023-01-15,2023-01,CUST-1328,PROD-124,EMP-1020,REG-02,Field Sales,26,34385.35,0.04,858258.34,376661.85,481596.49,789597.67,Completed
ORD-HG-10112,2023-01-15,2023-01,CUST-1278,PROD-101,EMP-1020,REG-01,Direct Online,34,7572.44,0.01,254888.33,107566.56,147321.77,234497.26,Completed
ORD-HG-10113,2023-01-15,2023-01,CUST-1400,PROD-111,EMP-1037,REG-05,Field Sales,20,12475.23,0.02,244514.51,101176.31,143338.2,224953.35,Completed
ORD-HG-10114,2023-01-15,2023-01,CUST-1315,PROD-115,EMP-1022,REG-02,Direct Online,9,32670.4,0.03,285212.59,131254.44,153958.15,262395.58,Completed
ORD-HG-10115,2023-01-16,2023-01,CUST-1216,PROD-116,EMP-1012,REG-02,Enterprise Partner,36,28981.46,0.03,1012032.58,506101.23,505931.35,931069.97,Completed
ORD-HG-10116,2023-01-16,2023-01,CUST-1430,PROD-107,EMP-1048,REG-01,Retail Store,36,22275.07,0.02,785864.47,395617.22,390247.25,722995.31,Completed
ORD-HG-10117,2023-01-16,2023-01,CUST-1259,PROD-124,EMP-1021,REG-04,Direct Online,31,17724.8,0.02,538479.42,287459.58,251019.84,495401.07,Completed
ORD-HG-10118,2023-01-16,2023-01,CUST-1303,PROD-101,EMP-1026,REG-03,Retail Store,38,30270.61,0.05,1092769.02,489667.41,603101.61,1005347.5,Completed
ORD-HG-10119,2023-01-16,2023-01,CUST-1297,PROD-108,EMP-1034,REG-02,Direct Online,34,14999.89,0.04,489596.41,197207.92,292388.49,450428.7,Completed
ORD-HG-10120,2023-01-16,2023-01,CUST-1331,PROD-120,EMP-1026,REG-04,Enterprise Partner,6,10002.27,0.03,58213.21,28087.85,30125.36,53556.15,Completed
ORD-HG-10121,2023-01-16,2023-01,CUST-1141,PROD-114,EMP-1001,REG-01,Retail Store,20,18927.78,0.01,374770.04,168115.54,206654.5,344788.44,Completed
ORD-HG-10122,2023-01-16,2023-01,CUST-1320,PROD-112,EMP-1027,REG-02,Enterprise Partner,6,12605.56,0.02,74120.69,30961.46,43159.23,68191.03,Completed
ORD-HG-10123,2023-01-17,2023-01,CUST-1142,PROD-109,EMP-1021,REG-04,Field Sales,12,42864.13,0.04,493794.78,225242.74,268552.04,454291.2,Completed
ORD-HG-10124,2023-01-17,2023-01,CUST-1436,PROD-107,EMP-1003,REG-02,Retail Store,9,15892.21,0.01,141599.59,62569.68,79029.91,130271.62,Completed
ORD-HG-10125,2023-01-17,2023-01,CUST-1276,PROD-109,EMP-1014,REG-02,Direct Online,13,26158.49,0.05,323057.35,164378.7,158678.65,297212.76,Completed
ORD-HG-10126,2023-01-17,2023-01,CUST-1488,PROD-124,EMP-1025,REG-03,Direct Online,10,28120.53,0.05,267145.03,136269.25,130875.78,245773.43,Completed
ORD-HG-10127,2023-01-17,2023-01,CUST-1017,PROD-124,EMP-1043,REG-01,Field Sales,24,23831.25,0.01,566230.5,235513.3,330717.2,520932.06,Completed
ORD-HG-10128,2023-01-17,2023-01,CUST-1130,PROD-119,EMP-1009,REG-04,Retail Store,41,41974.57,0.0,1720957.37,714671.04,1006286.33,1583280.78,Completed
ORD-HG-10129,2023-01-17,2023-01,CUST-1370,PROD-113,EMP-1036,REG-03,Retail Store,43,14021.24,0.04,578796.79,258686.48,320110.31,532493.05,Completed
ORD-HG-10130,2023-01-17,2023-01,CUST-1188,PROD-121,EMP-1028,REG-05,Direct Online,14,27396.22,0.03,372040.67,184942.4,187098.27,342277.42,Completed
ORD-HG-10131,2023-01-17,2023-01,CUST-1258,PROD-102,EMP-1021,REG-05,Enterprise Partner,24,17801.64,0.05,405877.39,210024.87,195852.52,373407.2,Completed
ORD-HG-10132,2023-01-17,2023-01,CUST-1110,PROD-118,EMP-1020,REG-02,Field Sales,44,33371.81,0.01,1453676.04,749656.28,704019.76,1337381.96,Completed
ORD-HG-10133,2023-01-17,2023-01,CUST-1355,PROD-107,EMP-1012,REG-04,Enterprise Partner,25,6564.7,0.0,164117.5,83086.77,81030.73,150988.1,Completed
ORD-HG-10134,2023-01-18,2023-01,CUST-1189,PROD-124,EMP-1047,REG-02,Direct Online,18,19541.67,0.01,348232.56,188060.88,160171.68,320373.96,Completed
ORD-HG-10135,2023-01-18,2023-01,CUST-1211,PROD-109,EMP-1016,REG-02,Enterprise Partner,7,13059.28,0.02,89586.66,48198.73,41387.93,82419.73,Completed
ORD-HG-10136,2023-01-18,2023-01,CUST-1360,PROD-102,EMP-1005,REG-03,Retail Store,25,31718.77,0.04,761250.48,355258.95,405991.53,700350.44,Completed
ORD-HG-10137,2023-01-18,2023-01,CUST-1211,PROD-110,EMP-1005,REG-02,Field Sales,26,13210.92,0.01,340049.08,174845.84,165203.24,312845.15,Completed
ORD-HG-10138,2023-01-18,2023-01,CUST-1060,PROD-107,EMP-1046,REG-02,Enterprise Partner,29,15777.99,0.03,443834.86,234366.64,209468.22,408328.07,Completed
ORD-HG-10139,2023-01-18,2023-01,CUST-1221,PROD-116,EMP-1039,REG-01,Enterprise Partner,42,25143.36,0.02,1034900.7,427324.01,607576.69,952108.64,Completed
ORD-HG-10140,2023-01-18,2023-01,CUST-1366,PROD-108,EMP-1013,REG-01,Direct Online,39,11795.78,0.02,450834.71,229232.86,221601.85,414767.93,Completed
ORD-HG-10141,2023-01-18,2023-01,CUST-1430,PROD-114,EMP-1028,REG-01,Direct Online,5,29112.58,0.05,138284.76,62969.55,75315.21,127221.98,Completed
ORD-HG-10142,2023-01-18,2023-01,CUST-1265,PROD-115,EMP-1045,REG-05,Retail Store,24,28599.54,0.03,665797.29,315367.37,350429.92,612533.51,Completed
ORD-HG-10143,2023-01-19,2023-01,CUST-1335,PROD-105,EMP-1024,REG-03,Retail Store,29,6211.41,0.01,178329.58,89272.61,89056.97,164063.21,Completed
ORD-HG-10144,2023-01-19,2023-01,CUST-1250,PROD-111,EMP-1023,REG-05,Direct Online,29,33940.01,0.01,974417.69,525009.41,449408.28,896464.27,Completed
ORD-HG-10145,2023-01-19,2023-01,CUST-1252,PROD-115,EMP-1002,REG-01,Direct Online,12,35649.61,0.0,427795.32,175080.49,252714.83,393571.69,Completed
ORD-HG-10146,2023-01-19,2023-01,CUST-1438,PROD-114,EMP-1013,REG-01,Field Sales,43,34485.66,0.02,1453225.71,716055.98,737169.73,1336967.65,Completed
ORD-HG-10147,2023-01-19,2023-01,CUST-1184,PROD-121,EMP-1048,REG-02,Retail Store,42,32240.93,0.01,1340577.87,710524.39,630053.48,1233331.64,Completed
ORD-HG-10148,2023-01-19,2023-01,CUST-1485,PROD-103,EMP-1039,REG-04,Field Sales,30,13674.93,0.01,406145.42,187648.2,218497.22,373653.79,Completed
ORD-HG-10149,2023-01-19,2023-01,CUST-1119,PROD-112,EMP-1042,REG-05,Field Sales,22,18865.47,0.01,410889.94,212543.37,198346.57,378018.74,Completed
ORD-HG-10150,2023-01-19,2023-01,CUST-1118,PROD-106,EMP-1022,REG-01,Enterprise Partner,19,9493.15,0.03,174958.75,94721.55,80237.2,160962.05,Completed
ORD-HG-10151,2023-01-20,2023-01,CUST-1176,PROD-107,EMP-1011,REG-05,Direct Online,34,18445.71,0.05,595796.43,269461.71,326334.72,548132.72,Completed
ORD-HG-10152,2023-01-20,2023-01,CUST-1416,PROD-119,EMP-1026,REG-04,Enterprise Partner,15,27921.4,0.0,418821.0,190604.59,228216.41,385315.32,Completed
ORD-HG-10153,2023-01-20,2023-01,CUST-1344,PROD-118,EMP-1010,REG-05,Field Sales,28,37325.47,0.0,1045113.16,430555.32,614557.84,961504.11,Completed
ORD-HG-10154,2023-01-20,2023-01,CUST-1192,PROD-109,EMP-1037,REG-05,Field Sales,27,40375.54,0.01,1079238.18,495648.1,583590.08,992899.13,Completed
