campaign_id,campaign_date,month,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated,cac,roi_pct
MKT-BOOST-039,2023-08-04,2023-08,Google Search Ads,502199.71,18743562,1273264,184178,37173,24162,3303596015.2,20.78,657725.2
MKT-BOOST-040,2023-08-13,2023-08,LinkedIn B2B,918445.67,34279079,2328604,336834,67985,44190,6041962913.32,20.78,657746.5
MKT-BOOST-041,2023-08-14,2023-08,Partner Referral,837135.12,31244332,2122451,307014,61966,40277,5506950447.15,20.78,657732.9
MKT-BOOST-042,2023-08-17,2023-08,Tech Webinars,921479.81,34392322,2336297,337946,68210,44336,6061925044.69,20.78,657746.8
MKT-BOOST-043,2023-08-18,2023-08,Partner Referral,564485.39,21068246,1431182,207021,41784,27159,3713366616.04,20.78,657732.2
MKT-BOOST-044,2023-08-20,2023-08,Partner Referral,694702.09,25928314,1761330,254777,51423,33424,4569960815.0,20.78,657730.3
MKT-BOOST-045,2023-08-23,2023-08,Direct Outreach,275677.33,10289084,698945,101102,20406,13263,1813409235.56,20.79,657701.4
MKT-BOOST-046,2023-09-23,2023-09,Google Search Ads,451346.42,16845569,1144332,165528,33409,21715,2969025224.32,20.79,657715.2
MKT-BOOST-047,2023-09-23,2023-09,Industry Events,666616.97,24880095,1690124,244477,49344,32073,4385242736.34,20.78,657735.4
MKT-BOOST-048,2023-09-26,2023-09,Tech Webinars,579925.11,21644502,1470327,212683,42927,27902,3814954722.95,20.78,657735.8
MKT-BOOST-049,2023-09-28,2023-09,LinkedIn B2B,462993.68,17280278,1173862,169799,34271,22276,3045729030.48,20.78,657733.8
MKT-BOOST-050,2023-10-03,2023-10,LinkedIn B2B,405316.61,15127601,1027629,148647,30002,19501,2666311807.48,20.78,657734.3
MKT-BOOST-051,2023-10-05,2023-10,Google Search Ads,685649.54,25590447,1738379,251457,50753,32989,4510484601.66,20.78,657741.1
MKT-BOOST-052,2023-10-15,2023-10,Tech Webinars,437995.07,16347257,1110481,160631,32421,21073,2881246537.05,20.78,657726.2
MKT-BOOST-053,2023-11-02,2023-11,Industry Events,296520.03,11066995,751789,108746,21948,14266,1950546343.55,20.79,657712.7
MKT-BOOST-054,2023-11-03,2023-11,Tech Webinars,397496.52,14835733,1007802,145779,29423,19124,2614765755.92,20.79,657708.5
MKT-BOOST-055,2023-11-05,2023-11,LinkedIn B2B,310628.41,11593561,787559,113920,22993,14945,2043383927.12,20.78,657722.6
MKT-BOOST-056,2023-11-08,2023-11,Google Search Ads,725265.22,27069020,1838819,265986,53685,34895,4771086124.92,20.78,657740.2
MKT-BOOST-057,2023-11-30,2023-11,Industry Events,279995.52,10450252,709893,102686,20725,13471,1841848436.42,20.79,657713.5
MKT-BOOST-058,2023-12-06,2023-12,Google Search Ads,321582.0,12002381,815331,117938,23804,15472,2115439017.76,20.78,657722.6
MKT-BOOST-059,2023-12-30,2023-12,Direct Outreach,407406.93,15205618,1032929,149413,30157,19602,2680121227.13,20.78,657748.7
MKT-BOOST-060,2023-12-31,2023-12,LinkedIn B2B,742657.02,27718133,1882914,272364,54973,35732,4885526562.99,20.78,657744.3
MKT-BOOST-061,2024-01-01,2024-01,Tech Webinars,551939.88,20600011,1399374,202420,40855,26555,3630783552.0,20.78,657722.3
MKT-BOOST-062,2024-01-03,2024-01,Tech Webinars,539694.28,20142969,1368327,197929,39949,25966,3550251391.88,20.78,657726.4
MKT-BOOST-063,2024-01-06,2024-01,Direct Outreach,690683.13,25778315,1751141,253303,51125,33231,4543572518.04,20.78,657737.5
MKT-BOOST-064,2024-01-13,2024-01,Direct Outreach,883765.82,32984726,2240678,324115,65418,42521,5813765671.81,20.78,657740.1
MKT-BOOST-065,2024-01-19,2024-01,Industry Events,357126.47,13329004,905449,130973,26435,17182,2349242063.29,20.78,657718.0
MKT-BOOST-066,2024-01-20,2024-01,Tech Webinars,618897.92,23099081,1569138,226976,45812,29777,4071317711.47,20.78,657733.5
MKT-BOOST-067,2024-01-27,2024-01,Google Search Ads,616349.13,23003953,1562676,226042,45623,29654,4054500299.42,20.78,657725.3
MKT-BOOST-068,2024-01-27,2024-01,Direct Outreach,462666.17,17268055,1173032,169679,34247,22260,3043541399.65,20.78,657726.7
MKT-BOOST-069,2024-01-28,2024-01,Industry Events,795273.29,29681926,2016316,291661,58868,38264,5231719142.68,20.78,657751.7
MKT-BOOST-070,2024-02-08,2024-02,Direct Outreach,917424.16,34240954,2326014,336459,67909,44140,6035126566.96,20.78,657733.8
MKT-BOOST-071,2024-02-10,2024-02,Direct Outreach,684766.98,25557507,1736141,251133,50687,32946,4504605343.79,20.78,657730.4
MKT-BOOST-072,2024-02-16,2024-02,Industry Events,573499.99,21404697,1454037,210327,42451,27593,3772706102.45,20.78,657738.9
MKT-BOOST-073,2024-02-17,2024-02,LinkedIn B2B,773554.61,28871321,1961251,283696,57260,37219,5088839503.75,20.78,657751.4
MKT-BOOST-074,2024-02-18,2024-02,Direct Outreach,919063.31,34302132,2330170,337060,68031,44220,6046064721.13,20.78,657750.7
MKT-BOOST-075,2024-02-22,2024-02,Partner Referral,487151.24,18181909,1235111,178659,36060,23439,3204742446.83,20.78,657753.7
MKT-BOOST-076,2024-02-26,2024-02,Partner Referral,727381.53,27148007,1844185,266762,53842,34997,4785032271.49,20.78,657743.5
MKT-BOOST-077,2024-03-11,2024-03,Google Search Ads,261579.0,9762893,663200,95932,19362,12585,1720708378.91,20.78,657715.9
MKT-BOOST-078,2024-03-16,2024-03,Direct Outreach,278044.5,10377434,704947,101971,20581,13377,1828996105.26,20.79,657707.0
MKT-BOOST-079,2024-03-21,2024-03,LinkedIn B2B,540155.89,20160198,1369497,198098,39983,25988,3553259384.28,20.78,657721.1
MKT-BOOST-080,2024-03-22,2024-03,Industry Events,574511.56,21442452,1456602,210698,42526,27641,3779268994.95,20.78,657723.0
MKT-BOOST-081,2024-03-31,2024-03,Partner Referral,320035.67,11944667,811410,117371,23689,15397,2105184498.22,20.79,657696.8
MKT-BOOST-082,2024-04-04,2024-04,Google Search Ads,479518.62,17897038,1215759,175860,35495,23071,3154426937.61,20.78,657732.0
MKT-BOOST-083,2024-04-11,2024-04,Direct Outreach,570673.94,21299221,1446872,209291,42242,27457,3754111240.35,20.78,657738.2
MKT-BOOST-084,2024-04-12,2024-04,LinkedIn B2B,702243.5,26209782,1780450,257543,51981,33787,4619592689.57,20.78,657733.5
MKT-BOOST-085,2024-04-24,2024-04,Tech Webinars,266252.73,9937330,675050,97646,19708,12810,1751471937.53,20.78,657723.1
MKT-BOOST-086,2024-05-01,2024-05,Google Search Ads,289883.17,10819288,734962,106312,21457,13947,1906930453.77,20.78,657727.2
MKT-BOOST-087,2024-05-02,2024-05,Tech Webinars,830692.19,31003863,2106116,304651,61489,39967,5464565099.72,20.78,657732.7
MKT-BOOST-088,2024-05-09,2024-05,Google Search Ads,738477.35,27562135,1872317,270831,54663,35530,4857907723.7,20.78,657727.6
MKT-BOOST-089,2024-05-15,2024-05,LinkedIn B2B,500081.31,18664497,1267893,183401,37017,24061,3289786595.55,20.78,657750.3
MKT-BOOST-090,2024-05-26,2024-05,Direct Outreach,922394.34,34426455,2338615,338282,68277,44380,6067941029.49,20.78,657746.7
MKT-BOOST-091,2024-06-01,2024-06,Google Search Ads,300701.45,11223058,762391,110280,22258,14467,1978028455.92,20.79,657704.8
MKT-BOOST-092,2024-06-03,2024-06,Partner Referral,274368.92,10240250,695628,100623,20309,13200,1804795439.14,20.79,657698.8
MKT-BOOST-093,2024-06-11,2024-06,Tech Webinars,484010.9,18064703,1227149,177507,35827,23287,3183959953.89,20.78,657728.2
MKT-BOOST-094,2024-06-14,2024-06,Industry Events,936260.28,34943973,2373771,343367,69304,45047,6159137889.93,20.78,657744.6
MKT-BOOST-095,2024-06-22,2024-06,Partner Referral,757704.3,28279741,1921064,277883,56087,36456,4984516858.29,20.78,657744.6
MKT-BOOST-096,2024-06-24,2024-06,Partner Referral,434851.2,16229919,1102511,159478,32188,20922,2860600771.04,20.78,657734.4
MKT-BOOST-097,2024-06-28,2024-06,Google Search Ads,652135.75,24339614,1653408,239166,48272,31376,4289944068.07,20.78,657729.9
MKT-BOOST-098,2024-07-05,2024-07,Industry Events,297147.56,11090416,753380,108976,21995,14296,1954648151.36,20.79,657703.9
MKT-BOOST-099,2024-07-05,2024-07,Industry Events,819133.52,30572459,2076811,300412,60634,39412,5388681655.12,20.78,657751.4
MKT-BOOST-100,2024-07-06,2024-07,LinkedIn B2B,755254.29,28188300,1914853,276984,55905,36338,4968383080.88,20.78,657742.4
MKT-BOOST-101,2024-07-10,2024-07,Partner Referral,778715.65,29063946,1974336,285589,57642,37467,5122747781.7,20.78,657745.7
MKT-BOOST-102,2024-07-20,2024-07,Industry Events,490941.53,18323374,1244721,180049,36340,23621,3229626747.58,20.78,657743.5
MKT-BOOST-103,2024-07-21,2024-07,Tech Webinars,554135.48,20681957,1404941,203225,41018,26661,3645276606.29,20.78,657731.3
MKT-BOOST-104,2024-07-22,2024-07,Partner Referral,769579.06,28722942,1951171,282238,56966,37027,5062587933.73,20.78,657738.6
MKT-BOOST-105,2024-07-24,2024-07,Google Search Ads,424545.19,15845268,1076381,155699,31425,20426,2792784215.15,20.78,657729.7
MKT-BOOST-106,2024-07-30,2024-07,LinkedIn B2B,358262.26,13371395,908329,131390,26519,17237,2356762044.28,20.78,657731.5
MKT-BOOST-107,2024-08-12,2024-08,Partner Referral,265827.67,9921466,673972,97490,19677,12790,1748737398.99,20.78,657746.3
MKT-BOOST-108,2024-09-03,2024-09,LinkedIn B2B,730472.69,27263378,1852022,267896,54071,35146,4805404583.65,20.78,657748.6
MKT-BOOST-109,2024-09-04,2024-09,Industry Events,910255.81,33973410,2307840,333830,67379,43796,5988092504.0,20.78,657747.2
MKT-BOOST-110,2024-09-08,2024-09,Partner Referral,800568.96,29879576,2029742,293603,59259,38518,5266447782.19,20.78,657738.1
MKT-BOOST-111,2024-09-09,2024-09,LinkedIn B2B,584410.39,21811905,1481699,214328,43259,28118,3844487739.23,20.78,657740.4
MKT-BOOST-112,2024-09-11,2024-09,Partner Referral,810529.13,30251318,2054995,297256,59997,38998,5332076707.25,20.78,657751.3
MKT-BOOST-113,2024-09-20,2024-09,Tech Webinars,928056.15,34637771,2352970,340358,68696,44652,6105130753.69,20.78,657740.7
MKT-BOOST-114,2024-09-21,2024-09,Industry Events,435008.5,16235790,1102909,159536,32200,20930,2861694586.46,20.78,657748.0
MKT-BOOST-115,2024-09-21,2024-09,Partner Referral,355925.59,13284184,902404,130533,26346,17124,2341311901.51,20.79,657709.4
MKT-BOOST-116,2024-09-22,2024-09,Partner Referral,716622.21,26746437,1816906,262816,53046,34479,4714207723.2,20.78,657737.2
MKT-BOOST-117,2024-09-22,2024-09,Google Search Ads,776883.64,28995570,1969691,284917,57506,37378,5110579085.18,20.78,657730.7
MKT-BOOST-118,2024-09-23,2024-09,LinkedIn B2B,312571.22,11666072,792485,114633,23137,15039,2056236258.28,20.78,657745.7
MKT-BOOST-119,2024-09-26,2024-09,Partner Referral,344908.44,12872992,874472,126492,25530,16594,2268846630.09,20.79,657711.3
MKT-BOOST-120,2024-09-26,2024-09,Direct Outreach,765476.9,28569837,1940771,280733,56662,36830,5035652729.07,20.78,657745.2
MKT-BOOST-121,2024-09-26,2024-09,Partner Referral,420072.93,15678350,1065042,154059,31094,20211,2763387925.8,20.78,657735.3
MKT-BOOST-122,2024-09-29,2024-09,Google Search Ads,794162.39,29640464,2013499,291254,58785,38210,5224335888.61,20.78,657742.3
MKT-BOOST-123,2024-10-02,2024-10,Partner Referral,871236.25,32517086,2208911,319520,64490,41918,5731319334.7,20.78,657737.6
MKT-BOOST-124,2024-10-08,2024-10,Direct Outreach,521578.35,19466830,1322396,191285,38608,25095,3431162238.28,20.78,657742.2
MKT-BOOST-125,2024-10-08,2024-10,Google Search Ads,279012.11,10413548,707400,102325,20652,13423,1835285543.91,20.79,657679.9
MKT-BOOST-126,2024-10-10,2024-10,LinkedIn B2B,350594.2,13085201,888887,128578,25951,16868,2306309808.14,20.78,657728.9
MKT-BOOST-127,2024-10-16,2024-10,LinkedIn B2B,737583.48,27528773,1870051,270504,54597,35488,4852165192.75,20.78,657746.2
MKT-BOOST-128,2024-10-20,2024-10,Tech Webinars,788848.98,29442152,2000028,289305,58392,37954,5189333795.25,20.78,657736.2
MKT-BOOST-129,2024-10-24,2024-10,Google Search Ads,620046.32,23141943,1572050,227398,45897,29833,4078974419.39,20.78,657750.0
MKT-BOOST-130,2024-10-25,2024-10,Partner Referral,848162.22,31655895,2150409,311058,62783,40808,5579552445.5,20.78,657740.2
MKT-BOOST-131,2024-10-28,2024-10,Tech Webinars,260755.63,9732163,661113,95630,19301,12545,1715239301.82,20.79,657695.7
MKT-BOOST-132,2024-10-30,2024-10,Google Search Ads,764896.6,28548179,1939300,280521,56619,36802,5031824375.1,20.78,657743.7
MKT-BOOST-133,2024-11-05,2024-11,Direct Outreach,460337.67,17181148,1167128,168825,34075,22148,3028227983.8,20.78,657727.5
MKT-BOOST-134,2024-11-05,2024-11,Partner Referral,498038.62,18588258,1262714,182652,36865,23962,3276250629.75,20.78,657730.6
MKT-BOOST-135,2024-11-06,2024-11,Partner Referral,257277.45,9602347,652294,94354,19044,12378,1692405904.98,20.79,657713.5
MKT-BOOST-136,2024-11-10,2024-11,Industry Events,902545.98,33685656,2288292,331003,66808,43425,5937366814.0,20.78,657746.5
MKT-BOOST-137,2024-11-15,2024-11,Industry Events,636634.51,23761062,1614107,233481,47125,30631,4188082507.3,20.78,657747.2
MKT-BOOST-138,2024-11-20,2024-11,Direct Outreach,310770.45,11598862,787919,113973,23003,14951,2044204288.68,20.79,657685.9
MKT-BOOST-139,2024-11-21,2024-11,Industry Events,267104.68,9969128,677210,97958,19771,12851,1757077741.55,20.78,657723.6
MKT-BOOST-140,2024-11-28,2024-11,LinkedIn B2B,349570.92,13047009,886293,128202,25875,16818,2299473461.78,20.79,657698.8
MKT-BOOST-141,2024-12-13,2024-12,Industry Events,338204.75,12622790,857475,124034,25034,16272,2224820559.53,20.78,657732.4
MKT-BOOST-142,2024-12-28,2024-12,Google Search Ads,768154.94,28669790,1947561,281716,56860,36959,5053290502.68,20.78,657747.8
MKT-BOOST-143,2024-12-28,2024-12,Tech Webinars,731713.57,27309691,1855168,268351,54163,35205,4813471472.35,20.78,657735.5
