campaign_id,campaign_date,month,channel,campaign_cost,impressions,clicks,leads,conversions,customers_acquired,revenue_generated,cac,roi_pct
MKT-2023-04-GOO,2023-04-01,2023-04,Google Search Ads,219328.59,5535181,155539,14422,1762,1025,82645997.4,213.98,37581.4
MKT-2023-04-LIN,2023-04-01,2023-04,LinkedIn B2B,222947.29,7309490,215970,36401,7252,4490,423568771.27,49.65,189886.1
MKT-2023-04-DIR,2023-04-01,2023-04,Direct Outreach,81535.15,2679380,111799,9047,1255,939,94818400.02,86.83,116191.4
MKT-2023-04-TEC,2023-04-01,2023-04,Tech Webinars,132229.95,2989564,113290,19140,4023,1842,159087443.96,71.79,120211.2
MKT-2023-04-PAR,2023-04-01,2023-04,Partner Referral,168601.43,5335869,336585,39422,8543,4828,403915223.45,34.92,239468.1
MKT-2023-04-IND,2023-04-01,2023-04,Industry Events,294621.26,9043397,586441,101327,14821,9637,892497933.76,30.57,302830.6
MKT-2023-05-GOO,2023-05-01,2023-05,Google Search Ads,175873.54,3701581,162202,29087,3516,2269,188951201.23,77.51,107335.8
MKT-2023-05-LIN,2023-05-01,2023-05,LinkedIn B2B,213009.39,5494809,158187,22541,4848,2052,201374415.26,103.81,94437.8
MKT-2023-05-DIR,2023-05-01,2023-05,Direct Outreach,108300.35,2584509,66073,6558,1085,780,70971913.1,138.85,65432.5
MKT-2023-05-TEC,2023-05-01,2023-05,Tech Webinars,125590.22,3044768,169531,29401,6167,3851,321127171.82,32.61,255594.4
MKT-2023-05-PAR,2023-05-01,2023-05,Partner Referral,163058.35,3220499,108394,10604,2228,990,93316217.19,164.71,57128.7
MKT-2023-05-IND,2023-05-01,2023-05,Industry Events,332379.62,8146654,391253,64689,14022,10352,1051421872.76,32.11,316231.6
MKT-2023-06-GOO,2023-06-01,2023-06,Google Search Ads,197343.88,6602515,220340,17686,2778,1321,142806179.11,149.39,72264.1
MKT-2023-06-LIN,2023-06-01,2023-06,LinkedIn B2B,263032.67,5375510,236622,18935,2507,1853,150384194.36,141.95,57073.2
MKT-2023-06-DIR,2023-06-01,2023-06,Direct Outreach,105560.44,2663490,116840,12882,3112,1507,135434672.41,70.05,128200.6
MKT-2023-06-TEC,2023-06-01,2023-06,Tech Webinars,127552.46,3827359,150031,24584,4196,1793,174069736.27,71.14,136369.1
MKT-2023-06-PAR,2023-06-01,2023-06,Partner Referral,140333.96,2922311,147140,15857,2265,1252,114578021.75,112.09,81546.7
MKT-2023-06-IND,2023-06-01,2023-06,Industry Events,338411.97,7532767,224548,38167,8562,3958,419344981.96,85.5,123815.5
MKT-2023-07-GOO,2023-07-01,2023-07,Google Search Ads,214586.81,6674220,259224,31731,6940,4904,528654194.61,43.76,246259.1
MKT-2023-07-LIN,2023-07-01,2023-07,LinkedIn B2B,222334.47,5416401,337591,60612,9172,4827,401250228.36,46.06,180371.4
MKT-2023-07-DIR,2023-07-01,2023-07,Direct Outreach,97602.78,2301832,141428,24266,4864,1967,168735055.22,49.62,172779.4
MKT-2023-07-TEC,2023-07-01,2023-07,Tech Webinars,121977.6,3526184,144332,25918,6030,2990,234552696.86,40.8,192191.6
MKT-2023-07-PAR,2023-07-01,2023-07,Partner Referral,161830.86,2996662,160984,20457,4443,2483,204619592.63,65.18,126340.4
MKT-2023-07-IND,2023-07-01,2023-07,Industry Events,344992.32,10007649,468593,42355,7586,4661,469607660.48,74.02,136021.2
MKT-2023-08-GOO,2023-08-01,2023-08,Google Search Ads,203806.05,4281441,252766,22314,5655,2498,228753980.82,81.59,112141.0
MKT-2023-08-LIN,2023-08-01,2023-08,LinkedIn B2B,272216.72,6354088,376896,40609,10412,6552,665509070.73,41.55,244377.7
MKT-2023-08-DIR,2023-08-01,2023-08,Direct Outreach,88475.94,2603302,158766,26954,3964,2953,298408352.08,29.96,337176.3
MKT-2023-08-TEC,2023-08-01,2023-08,Tech Webinars,109615.29,1999482,103132,12544,2845,1199,99588889.42,91.42,90753.1
MKT-2023-08-PAR,2023-08-01,2023-08,Partner Referral,173177.58,3551480,126665,12319,1566,959,95819796.91,180.58,55230.4
MKT-2023-08-IND,2023-08-01,2023-08,Industry Events,304110.18,8758402,513986,89489,15194,9058,729189792.02,33.57,239678.2
MKT-2023-09-GOO,2023-09-01,2023-09,Google Search Ads,186570.16,6010133,170951,29579,3966,2860,236536394.45,65.23,126681.5
MKT-2023-09-LIN,2023-09-01,2023-09,LinkedIn B2B,212296.09,4967202,248682,20394,2999,1210,118810082.71,175.45,55864.3
MKT-2023-09-DIR,2023-09-01,2023-09,Direct Outreach,93072.57,3063239,192155,21286,4873,3556,376565894.58,26.17,404493.9
MKT-2023-09-TEC,2023-09-01,2023-09,Tech Webinars,126385.97,3860823,144469,17037,2826,1406,134570170.13,89.89,106375.6
MKT-2023-09-PAR,2023-09-01,2023-09,Partner Referral,152338.97,4905266,176157,17602,4870,2390,218556759.8,63.74,143367.4
MKT-2023-09-IND,2023-09-01,2023-09,Industry Events,266089.45,6396152,252932,39770,8100,5591,558313657.66,47.59,209721.8
MKT-2023-10-GOO,2023-10-01,2023-10,Google Search Ads,223120.14,7618282,368792,35245,7436,5560,507355646.33,40.13,227291.2
MKT-2023-10-LIN,2023-10-01,2023-10,LinkedIn B2B,359122.63,10627983,388426,44365,12198,7234,736178721.32,49.64,204893.7
MKT-2023-10-DIR,2023-10-01,2023-10,Direct Outreach,116345.98,3109419,103944,10584,1711,1236,116281661.13,94.13,99844.7
MKT-2023-10-TEC,2023-10-01,2023-10,Tech Webinars,163713.15,4269404,186529,20947,4403,2775,297322786.57,59.0,181512.0
MKT-2023-10-PAR,2023-10-01,2023-10,Partner Referral,198237.14,3920817,154305,26247,3816,2161,190053126.88,91.73,95771.6
MKT-2023-10-IND,2023-10-01,2023-10,Industry Events,490532.74,10389922,408533,39331,8160,5411,494707688.66,90.65,100751.1
MKT-2023-11-GOO,2023-11-01,2023-11,Google Search Ads,266484.72,7485761,395097,60487,11841,5745,580788841.58,46.39,217844.5
MKT-2023-11-LIN,2023-11-01,2023-11,LinkedIn B2B,353282.07,9257219,379972,31922,8575,4133,447528064.18,85.48,126577.3
MKT-2023-11-DIR,2023-11-01,2023-11,Direct Outreach,148321.68,2941744,123658,13223,2808,1706,140023162.14,86.94,94305.1
MKT-2023-11-TEC,2023-11-01,2023-11,Tech Webinars,136108.25,3145449,153730,23023,4693,3440,329591908.6,39.57,242054.2
MKT-2023-11-PAR,2023-11-01,2023-11,Partner Referral,183428.49,5370402,303657,25926,3486,2361,191972136.0,77.69,104557.8
MKT-2023-11-IND,2023-11-01,2023-11,Industry Events,400318.6,9900637,429920,62708,9535,4388,381562531.33,91.23,95214.7
MKT-2023-12-GOO,2023-12-01,2023-12,Google Search Ads,224492.5,7314405,310583,47337,6847,4069,418580836.31,55.17,186356.5
MKT-2023-12-LIN,2023-12-01,2023-12,LinkedIn B2B,276040.84,5716421,165756,22374,4095,1942,179748417.33,142.14,65016.6
MKT-2023-12-DIR,2023-12-01,2023-12,Direct Outreach,121562.77,3145950,109194,18748,3412,1744,188873319.15,69.7,155271.0
MKT-2023-12-TEC,2023-12-01,2023-12,Tech Webinars,149978.08,3533618,128368,18931,4915,2992,283222468.37,50.13,188742.6
MKT-2023-12-PAR,2023-12-01,2023-12,Partner Referral,200221.24,5884082,375457,31046,8124,3756,317364563.84,53.31,158406.9
MKT-2023-12-IND,2023-12-01,2023-12,Industry Events,402939.43,10687867,267877,37480,6885,2940,247908144.6,137.05,61424.9
MKT-2024-01-GOO,2024-01-01,2024-01,Google Search Ads,217345.83,4075715,151117,13492,2448,1133,92481597.87,191.83,42450.4
MKT-2024-01-LIN,2024-01-01,2024-01,LinkedIn B2B,268944.56,7928388,350641,37203,10149,4697,422914821.27,57.26,157149.8
MKT-2024-01-DIR,2024-01-01,2024-01,Direct Outreach,109393.23,2167005,124059,14220,3373,2123,191605209.73,51.53,175052.7
MKT-2024-01-TEC,2024-01-01,2024-01,Tech Webinars,148354.93,3076143,92744,12121,2785,1125,111071009.28,131.87,74768.4
MKT-2024-01-PAR,2024-01-01,2024-01,Partner Referral,192868.45,4856768,132009,16170,3860,1700,176701830.21,113.45,91517.8
MKT-2024-01-IND,2024-01-01,2024-01,Industry Events,418583.1,11107122,624666,94450,24091,17830,1431692884.14,23.48,341933.1
MKT-2024-02-GOO,2024-02-01,2024-02,Google Search Ads,190757.92,4808836,266334,44486,5907,2377,258472225.9,80.25,135397.5
MKT-2024-02-LIN,2024-02-01,2024-02,LinkedIn B2B,312715.14,6999572,319151,45144,11717,6470,597193603.03,48.33,190870.5
MKT-2024-02-DIR,2024-02-01,2024-02,Direct Outreach,89624.56,2935584,127433,10832,2338,1237,112534697.31,72.45,125462.3
MKT-2024-02-TEC,2024-02-01,2024-02,Tech Webinars,141679.81,4397199,114068,12173,2031,1108,101592725.05,127.87,71605.9
MKT-2024-02-PAR,2024-02-01,2024-02,Partner Referral,167165.15,3110183,91648,14039,2878,1550,127809813.24,107.85,76357.2
MKT-2024-02-IND,2024-02-01,2024-02,Industry Events,367077.96,7394025,227630,29442,7738,4030,371054390.79,91.09,100983.3
MKT-2024-03-GOO,2024-03-01,2024-03,Google Search Ads,197441.36,6637816,405857,70305,17666,10585,824378782.5,18.65,417430.9
MKT-2024-03-LIN,2024-03-01,2024-03,LinkedIn B2B,235352.49,4389532,216729,33025,8256,3594,337582614.14,65.48,143337.0
MKT-2024-03-DIR,2024-03-01,2024-03,Direct Outreach,102614.37,2436284,122958,13549,2494,1158,117988711.55,88.61,114882.6
MKT-2024-03-TEC,2024-03-01,2024-03,Tech Webinars,125250.13,3835865,108061,18503,5077,3441,330027803.96,36.4,263395.0
MKT-2024-03-PAR,2024-03-01,2024-03,Partner Referral,187195.1,5328486,248127,39544,9137,3810,365734947.54,49.13,195276.3
MKT-2024-03-IND,2024-03-01,2024-03,Industry Events,280825.11,9520850,342669,51018,7638,4396,343130809.34,63.88,122086.7
MKT-2024-04-GOO,2024-04-01,2024-04,Google Search Ads,181704.29,3830585,139419,11223,1718,1157,114363936.63,157.05,62839.6
MKT-2024-04-LIN,2024-04-01,2024-04,LinkedIn B2B,230377.79,5957915,337279,48394,6559,3139,315803142.22,73.39,136980.6
MKT-2024-04-DIR,2024-04-01,2024-04,Direct Outreach,84458.08,2398066,129799,18292,3543,1938,187477945.28,43.58,221877.5
MKT-2024-04-TEC,2024-04-01,2024-04,Tech Webinars,117324.15,3060429,144777,16547,2831,1947,158992941.54,60.26,135416.0
MKT-2024-04-PAR,2024-04-01,2024-04,Partner Referral,178761.36,4734060,219137,21256,3877,2097,207526981.28,85.25,115991.6
MKT-2024-04-IND,2024-04-01,2024-04,Industry Events,323557.59,6256421,278170,49651,6618,4379,413842297.2,73.89,127803.8
MKT-2024-05-GOO,2024-05-01,2024-05,Google Search Ads,174890.36,5380428,231681,29362,4255,2573,251446462.71,67.97,143673.8
MKT-2024-05-LIN,2024-05-01,2024-05,LinkedIn B2B,258229.67,6471669,359809,55820,9233,6097,671579234.35,42.35,259970.5
MKT-2024-05-DIR,2024-05-01,2024-05,Direct Outreach,90010.24,2442794,98046,17146,2396,1290,107952844.81,69.78,119834.0
MKT-2024-05-TEC,2024-05-01,2024-05,Tech Webinars,98367.84,2254485,134357,21052,5841,4337,412892774.54,22.68,419643.7
MKT-2024-05-PAR,2024-05-01,2024-05,Partner Referral,148621.48,3225352,196805,21232,5165,3205,317564141.94,46.37,213573.1
MKT-2024-05-IND,2024-05-01,2024-05,Industry Events,337421.27,9705276,489616,63762,13084,6264,565231056.13,53.87,167414.9
MKT-2024-06-GOO,2024-06-01,2024-06,Google Search Ads,207491.63,4744673,294084,28142,7309,3946,302316756.22,52.58,145600.7
MKT-2024-06-LIN,2024-06-01,2024-06,LinkedIn B2B,283667.16,8785141,450217,66783,9064,5466,495850358.26,51.9,174700.1
MKT-2024-06-DIR,2024-06-01,2024-06,Direct Outreach,91557.7,1942018,50806,5203,1131,651,51583415.71,140.64,56239.8
MKT-2024-06-TEC,2024-06-01,2024-06,Tech Webinars,118605.73,2959115,76680,10810,1585,980,97772977.17,121.03,82335.3
MKT-2024-06-PAR,2024-06-01,2024-06,Partner Referral,184610.76,3394296,166502,26471,4825,2793,231995164.72,66.1,125567.2
MKT-2024-06-IND,2024-06-01,2024-06,Industry Events,364584.81,9399751,506857,52678,10301,6690,557228164.79,54.5,152739.1
MKT-2024-07-GOO,2024-07-01,2024-07,Google Search Ads,162550.8,3105015,81461,11222,2171,1387,127027297.42,117.2,78046.2
MKT-2024-07-LIN,2024-07-01,2024-07,LinkedIn B2B,227220.83,4773210,207425,29897,7432,5152,546889465.67,44.1,240586.3
MKT-2024-07-DIR,2024-07-01,2024-07,Direct Outreach,109219.63,2420599,130426,11345,2720,1737,156878523.85,62.88,143535.8
MKT-2024-07-TEC,2024-07-01,2024-07,Tech Webinars,116369.77,3024864,122242,19351,5286,3748,355196495.22,31.05,305130.9
MKT-2024-07-PAR,2024-07-01,2024-07,Partner Referral,170447.69,4826841,311661,47209,8977,6191,486196151.07,27.53,285146.5
MKT-2024-07-IND,2024-07-01,2024-07,Industry Events,352399.49,11305409,610560,51281,9431,6833,668917345.97,51.57,189717.9
MKT-2024-08-GOO,2024-08-01,2024-08,Google Search Ads,184683.3,5796506,168938,27825,6713,4047,418520628.1,45.63,226515.3
MKT-2024-08-LIN,2024-08-01,2024-08,LinkedIn B2B,273311.44,6622307,339469,31976,5080,2890,247075527.02,94.57,90300.7
MKT-2024-08-DIR,2024-08-01,2024-08,Direct Outreach,88380.92,2633148,114093,17217,4138,2751,242481554.41,32.13,274259.6
MKT-2024-08-TEC,2024-08-01,2024-08,Tech Webinars,123824.54,2924889,125814,13310,2183,900,73134642.07,137.58,58963.1
MKT-2024-08-PAR,2024-08-01,2024-08,Partner Referral,158806.76,2928553,176318,24041,5630,2856,287994605.23,55.6,181249.1
MKT-2024-08-IND,2024-08-01,2024-08,Industry Events,323116.79,7490042,400890,59062,8546,5826,471153309.51,55.46,145715.2
MKT-2024-09-GOO,2024-09-01,2024-09,Google Search Ads,196736.36,6414689,226388,23270,5960,3600,293559675.71,54.65,149114.8
MKT-2024-09-LIN,2024-09-01,2024-09,LinkedIn B2B,205158.4,4962935,225037,37586,7618,4318,462458388.45,47.51,225315.3
MKT-2024-09-DIR,2024-09-01,2024-09,Direct Outreach,111506.52,3227609,156491,20360,4148,2207,238326863.76,50.52,213633.6
MKT-2024-09-TEC,2024-09-01,2024-09,Tech Webinars,122028.57,4002939,177258,22759,4114,2608,205253742.21,46.79,168101.4
MKT-2024-09-PAR,2024-09-01,2024-09,Partner Referral,140989.51,3032585,94020,13244,3133,1384,115143312.42,101.87,81568.0
MKT-2024-09-IND,2024-09-01,2024-09,Industry Events,314854.83,8715161,440511,35778,8565,5880,607294067.79,53.55,192780.7
MKT-2024-10-GOO,2024-10-01,2024-10,Google Search Ads,293848.69,8992775,355596,29615,6521,4781,448229082.09,61.46,152437.4
MKT-2024-10-LIN,2024-10-01,2024-10,LinkedIn B2B,310582.97,10667952,627960,84004,11148,7572,694242734.33,41.02,223428.9
MKT-2024-10-DIR,2024-10-01,2024-10,Direct Outreach,128690.31,2851747,162238,15942,4301,3011,253717572.05,42.74,197053.6
MKT-2024-10-TEC,2024-10-01,2024-10,Tech Webinars,168837.39,3548340,227715,24269,3989,2633,267074317.48,64.12,158084.3
MKT-2024-10-PAR,2024-10-01,2024-10,Partner Referral,246439.81,8232173,249450,27508,4215,2045,209402144.86,120.51,84870.9
MKT-2024-10-IND,2024-10-01,2024-10,Industry Events,421569.73,8292526,499754,42533,10480,4459,413626505.01,94.54,98015.8
MKT-2024-11-GOO,2024-11-01,2024-11,Google Search Ads,249502.49,6510170,188762,26226,5657,2856,219416438.88,87.36,87841.6
MKT-2024-11-LIN,2024-11-01,2024-11,LinkedIn B2B,331096.33,11053588,594674,73896,16465,9979,978817225.97,33.18,295529.1
MKT-2024-11-DIR,2024-11-01,2024-11,Direct Outreach,139994.39,4881330,171187,20665,3374,2094,183588810.67,66.86,131040.1
MKT-2024-11-TEC,2024-11-01,2024-11,Tech Webinars,154931.81,3536139,179675,19121,3922,2037,202776519.62,76.06,130781.1
MKT-2024-11-PAR,2024-11-01,2024-11,Partner Referral,212873.04,6096826,179605,27957,4169,1677,179228511.06,126.94,84095.0
MKT-2024-11-IND,2024-11-01,2024-11,Industry Events,426796.76,11279553,362658,56590,12884,5580,590414310.93,76.49,138236.2
MKT-2024-12-GOO,2024-12-01,2024-12,Google Search Ads,239834.36,7117876,412141,40950,5626,2706,235272659.96,88.63,97998.0
MKT-2024-12-LIN,2024-12-01,2024-12,LinkedIn B2B,314977.74,9773491,428812,63667,17088,8092,803892991.19,38.92,255122.2
MKT-2024-12-DIR,2024-12-01,2024-12,Direct Outreach,119010.0,2530434,103367,10044,1459,921,80654883.02,129.22,67671.5
MKT-2024-12-TEC,2024-12-01,2024-12,Tech Webinars,156903.1,4087981,199531,24281,5736,2753,235208292.47,56.99,149806.7
MKT-2024-12-PAR,2024-12-01,2024-12,Partner Referral,247805.73,7975742,317686,35143,8303,5730,499780833.71,43.25,201582.5
MKT-2024-12-IND,2024-12-01,2024-12,Industry Events,394148.74,10868993,603313,48607,13143,5511,498187700.5,71.52,126295.9
MKT-2025-01-GOO,2025-01-01,2025-01,Google Search Ads,229421.64,4675341,202328,21734,5454,2567,254158303.65,89.37,110682.2
MKT-2025-01-LIN,2025-01-01,2025-01,LinkedIn B2B,262854.6,8451663,219296,26918,4877,2903,295021951.89,90.55,112137.7
MKT-2025-01-DIR,2025-01-01,2025-01,Direct Outreach,120990.45,3448040,146900,15776,2080,948,95820873.77,127.63,79097.1
MKT-2025-01-TEC,2025-01-01,2025-01,Tech Webinars,155164.6,4357019,274848,48007,11761,6310,688615839.95,24.59,443697.0
MKT-2025-01-PAR,2025-01-01,2025-01,Partner Referral,195372.72,4346531,280252,38846,5030,2110,185999719.07,92.59,95102.5
MKT-2025-01-IND,2025-01-01,2025-01,Industry Events,367479.61,9351663,340114,43257,11287,4807,527443641.88,76.45,143430.0
MKT-2025-02-GOO,2025-02-01,2025-02,Google Search Ads,236596.78,7574239,454136,63116,13371,7977,729104825.56,29.66,308063.5
MKT-2025-02-LIN,2025-02-01,2025-02,LinkedIn B2B,270793.77,7390489,380075,51563,12930,8292,673939740.38,32.66,248775.6
MKT-2025-02-DIR,2025-02-01,2025-02,Direct Outreach,119849.1,3931329,208242,32049,8754,4608,473572922.51,26.01,395041.0
MKT-2025-02-TEC,2025-02-01,2025-02,Tech Webinars,145337.02,3146810,119108,12240,2178,1022,111938550.78,142.21,76920.0
MKT-2025-02-PAR,2025-02-01,2025-02,Partner Referral,164497.78,4648951,289663,27236,6067,3334,346423282.66,49.34,210494.5
MKT-2025-02-IND,2025-02-01,2025-02,Industry Events,403387.39,12964251,355368,63598,11432,6836,754367993.14,59.01,186908.3
MKT-2025-03-GOO,2025-03-01,2025-03,Google Search Ads,222104.75,7294447,277792,37191,6144,3175,250131968.21,69.95,112518.9
MKT-2025-03-LIN,2025-03-01,2025-03,LinkedIn B2B,211253.05,4133470,195643,17849,2593,1503,158492134.81,140.55,74924.8
MKT-2025-03-DIR,2025-03-01,2025-03,Direct Outreach,97161.31,2522656,128673,12750,1679,1073,111917865.94,90.55,115087.7
MKT-2025-03-TEC,2025-03-01,2025-03,Tech Webinars,113991.47,3775289,244540,23285,4025,1865,179147439.18,61.12,157058.6
MKT-2025-03-PAR,2025-03-01,2025-03,Partner Referral,154742.82,4840188,264169,46190,12115,6548,566334351.13,23.63,365884.3
MKT-2025-03-IND,2025-03-01,2025-03,Industry Events,329842.77,8123733,205867,23106,3329,2328,224346567.28,141.69,67916.2
MKT-2025-04-GOO,2025-04-01,2025-04,Google Search Ads,208280.08,5634016,288148,28824,7247,5245,560534619.68,39.71,269025.4
MKT-2025-04-LIN,2025-04-01,2025-04,LinkedIn B2B,272630.83,7580923,246788,23402,3963,1725,163247703.23,158.05,59778.7
MKT-2025-04-DIR,2025-04-01,2025-04,Direct Outreach,110501.81,2063145,62086,7130,934,658,71108630.21,167.94,64250.6
MKT-2025-04-TEC,2025-04-01,2025-04,Tech Webinars,122459.35,2624172,82744,14819,2330,1682,172841885.13,72.81,141042.3
MKT-2025-04-PAR,2025-04-01,2025-04,Partner Referral,129137.79,4251195,266870,24635,6692,2736,290005370.05,47.2,224470.5
MKT-2025-04-IND,2025-04-01,2025-04,Industry Events,357502.57,7702726,207731,25728,3905,2615,252523710.72,136.71,70535.5
MKT-2025-05-GOO,2025-05-01,2025-05,Google Search Ads,161974.75,5584426,252796,34842,7060,3226,269782931.17,50.21,166458.6
MKT-2025-05-LIN,2025-05-01,2025-05,LinkedIn B2B,294306.79,9003113,354142,63581,11852,5613,446721231.84,52.43,151687.6
MKT-2025-05-DIR,2025-05-01,2025-05,Direct Outreach,94748.77,2475372,112256,19587,2401,1279,116108226.73,74.08,122443.3
MKT-2025-05-TEC,2025-05-01,2025-05,Tech Webinars,135809.03,2675590,105460,11705,1526,1115,110014889.67,121.8,80907.1
MKT-2025-05-PAR,2025-05-01,2025-05,Partner Referral,141261.53,4226634,215631,34720,9032,3662,400197904.88,38.57,283202.8
MKT-2025-05-IND,2025-05-01,2025-05,Industry Events,342555.49,11391556,305462,50322,7466,3010,283340777.48,113.81,82613.8
MKT-2025-06-GOO,2025-06-01,2025-06,Google Search Ads,163095.87,4238342,112568,15716,2413,1590,137479152.37,102.58,84193.5
MKT-2025-06-LIN,2025-06-01,2025-06,LinkedIn B2B,263285.28,8423881,351861,34293,6960,3152,327871664.19,83.53,124431.0
MKT-2025-06-DIR,2025-06-01,2025-06,Direct Outreach,100572.04,2434462,150932,23946,2988,1408,127035738.5,71.43,126213.2
MKT-2025-06-TEC,2025-06-01,2025-06,Tech Webinars,109920.1,3550883,177105,14672,1821,746,69002820.96,147.35,62675.4
MKT-2025-06-PAR,2025-06-01,2025-06,Partner Referral,171597.05,3509810,144976,19419,4699,3067,252325671.81,55.95,146945.5
MKT-2025-06-IND,2025-06-01,2025-06,Industry Events,267013.83,6388927,216635,26426,3451,2550,235341368.82,104.71,88038.3
MKT-2025-07-GOO,2025-07-01,2025-07,Google Search Ads,182885.53,6084315,259293,42962,10719,4290,397649872.48,42.63,217331.0
MKT-2025-07-LIN,2025-07-01,2025-07,LinkedIn B2B,290356.7,6494305,246231,32994,9010,5711,455609541.58,50.84,156813.7
MKT-2025-07-DIR,2025-07-01,2025-07,Direct Outreach,94240.86,3027819,144879,13413,2714,1850,150494258.91,50.94,159591.1
MKT-2025-07-TEC,2025-07-01,2025-07,Tech Webinars,122505.24,3752843,201492,21807,4762,2321,197337927.83,52.78,160985.3
MKT-2025-07-PAR,2025-07-01,2025-07,Partner Referral,171301.82,3960299,211552,26701,5728,3327,366235692.74,51.49,213695.6
MKT-2025-07-IND,2025-07-01,2025-07,Industry Events,287007.1,9555053,364217,42787,6128,4030,424864548.51,71.22,147932.8
MKT-2025-08-GOO,2025-08-01,2025-08,Google Search Ads,206851.39,6535700,328583,52382,14495,5870,575714585.23,35.24,278222.8
MKT-2025-08-LIN,2025-08-01,2025-08,LinkedIn B2B,284196.39,6264569,256036,20782,4092,2865,237461058.54,99.2,83455.3
MKT-2025-08-DIR,2025-08-01,2025-08,Direct Outreach,107802.93,3719552,153343,27489,5291,2603,238058254.98,41.41,220727.3
MKT-2025-08-TEC,2025-08-01,2025-08,Tech Webinars,126278.26,3680105,167737,19077,5331,2480,218471686.1,50.92,172908.2
MKT-2025-08-PAR,2025-08-01,2025-08,Partner Referral,179818.27,5596687,242071,21701,5577,3720,317826955.99,48.34,176649.0
MKT-2025-08-IND,2025-08-01,2025-08,Industry Events,348834.51,8808331,229162,30783,4159,3082,322755208.69,113.18,92423.9
MKT-2025-09-GOO,2025-09-01,2025-09,Google Search Ads,161660.0,4868523,146308,16790,3230,1917,207888400.42,84.33,128496.1
MKT-2025-09-LIN,2025-09-01,2025-09,LinkedIn B2B,296764.08,10243867,330922,53610,14029,8120,660302861.97,36.55,222400.9
MKT-2025-09-DIR,2025-09-01,2025-09,Direct Outreach,101000.68,3150261,103791,16031,3271,2201,210499286.68,45.89,208313.7
MKT-2025-09-TEC,2025-09-01,2025-09,Tech Webinars,116844.71,2196554,101758,13630,3148,2357,193673789.28,49.57,165653.2
MKT-2025-09-PAR,2025-09-01,2025-09,Partner Referral,137024.99,4051383,204174,33871,5290,3839,387151336.55,35.69,282440.7
MKT-2025-09-IND,2025-09-01,2025-09,Industry Events,319898.59,10952437,459571,46058,5887,4351,392154223.26,73.52,122487.0
MKT-2025-10-GOO,2025-10-01,2025-10,Google Search Ads,244435.88,6567925,274871,35088,6017,3926,340383293.58,62.26,139152.6
MKT-2025-10-LIN,2025-10-01,2025-10,LinkedIn B2B,285103.21,8565013,443023,44690,10607,6447,507841171.19,44.22,178025.4
MKT-2025-10-DIR,2025-10-01,2025-10,Direct Outreach,139976.24,2853437,126228,12121,3339,2476,271775134.18,56.53,194058.0
MKT-2025-10-TEC,2025-10-01,2025-10,Tech Webinars,149464.55,3095490,129268,17986,2873,1501,126375752.8,99.58,84452.3
