customer_id,customer_name,customer_segment,region,acquisition_date,purchase_frequency,average_order_value,lifetime_value,retention_status
CUST-00101,Horizon Inc 101,Mid-Market,REG-05,2024-03-22,26.9,4442.08,168466.63,Active
CUST-00102,Omni Digital 102,SMB,REG-01,2025-05-28,4.9,1940.76,22248.75,Active
CUST-00103,Starlight Media 103,Startup,REG-01,2024-04-10,3.6,1383.4,7304.12,Active
CUST-00104,Quantum Labs 104,Enterprise,REG-05,2024-04-18,28.3,3469.62,199531.67,Active
CUST-00105,Apex Global 105,Enterprise,REG-02,2023-10-01,35.7,11240.56,885910.26,Active
CUST-00106,Apex Global 106,Enterprise,REG-05,2025-03-29,18.9,3162.97,147473.39,Active
CUST-00107,Nexus Dynamic 107,Mid-Market,REG-01,2024-04-17,38.1,5533.97,327680.14,Active
CUST-00108,Omni Digital 108,Startup,REG-03,2024-03-01,17.0,3930.86,117650.16,Active
CUST-00109,Omni Digital 109,Mid-Market,REG-05,2024-06-04,30.9,1955.56,82214.48,Active
CUST-00110,Quantum Labs 110,SMB,REG-05,2023-10-01,16.8,1489.94,47225.43,Active
CUST-00111,Horizon Inc 111,Mid-Market,REG-04,2024-07-05,21.4,3327.08,210366.59,Active
CUST-00112,Quantum Labs 112,Mid-Market,REG-02,2024-08-08,17.8,6992.09,266937.95,Active
CUST-00113,Synergy Systems 113,Government,REG-04,2024-11-10,24.4,4173.1,157810.58,Active
CUST-00114,Quantum Labs 114,Startup,REG-05,2023-12-06,17.7,3559.67,139414.0,Active
CUST-00115,Nexus Dynamic 115,Enterprise,REG-02,2024-02-24,53.0,11684.55,849718.74,Active
CUST-00116,Starlight Media 116,SMB,REG-05,2024-12-10,9.2,781.1,14053.9,Active
CUST-00117,Apex Global 117,Government,REG-03,2024-10-03,22.4,4736.86,340225.79,Churned
CUST-00118,Apex Global 118,Mid-Market,REG-03,2023-08-21,30.9,4037.8,177971.5,Active
CUST-00119,Horizon Inc 119,Government,REG-02,2024-12-11,11.1,901.97,19483.71,Churned
CUST-00120,Synergy Systems 120,SMB,REG-04,2023-05-30,6.4,1942.18,34407.86,Active
CUST-00121,Vanguard Solutions 121,Enterprise,REG-05,2025-06-10,26.7,8672.91,542939.31,Active
CUST-00122,Starlight Media 122,Government,REG-03,2024-04-15,9.9,799.34,24141.26,Active
CUST-00123,Nexus Dynamic 123,Mid-Market,REG-01,2024-03-28,38.0,7913.56,567766.92,Active
CUST-00124,Horizon Inc 124,Government,REG-03,2023-07-23,30.0,5230.01,226768.4,Active
CUST-00125,Innovate X 125,Startup,REG-03,2024-12-17,7.3,3922.81,77717.45,Active
CUST-00126,Innovate X 126,Enterprise,REG-05,2025-02-02,32.8,10993.63,670067.1,Active
CUST-00127,Synergy Systems 127,SMB,REG-02,2024-10-13,5.4,1377.19,21848.11,Active
CUST-00128,Nexus Dynamic 128,Enterprise,REG-01,2023-11-13,48.6,1850.33,183375.45,Churned
CUST-00129,Starlight Media 129,SMB,REG-04,2023-06-29,5.6,3252.79,58578.89,Active
CUST-00130,Horizon Inc 130,SMB,REG-02,2023-09-21,18.5,3804.66,241071.6,Active
CUST-00131,Omni Digital 131,Enterprise,REG-04,2025-09-13,10.1,9418.59,163516.42,Active
CUST-00132,Nexus Dynamic 132,Startup,REG-03,2023-04-03,16.2,548.72,21637.5,Active
CUST-00133,Innovate X 133,Startup,REG-04,2025-04-22,13.5,1800.16,66882.56,Active
CUST-00134,Nexus Dynamic 134,Startup,REG-03,2025-07-26,13.0,2766.78,95726.65,Active
CUST-00135,Vanguard Solutions 135,Government,REG-01,2023-05-24,4.2,945.36,13859.6,Churned
CUST-00136,Omni Digital 136,Startup,REG-02,2024-02-02,10.2,2846.7,84473.17,Active
CUST-00137,Nexus Dynamic 137,Startup,REG-02,2025-06-25,9.5,846.58,18702.84,Active
CUST-00138,Horizon Inc 138,Enterprise,REG-03,2023-08-11,29.9,11480.83,1087341.49,Churned
CUST-00139,Quantum Labs 139,Startup,REG-03,2023-03-04,9.2,1164.33,15863.88,Active
CUST-00140,Synergy Systems 140,Enterprise,REG-02,2024-10-19,40.5,11696.48,623555.59,Active
CUST-00141,Vanguard Solutions 141,Startup,REG-02,2023-03-12,16.9,2439.73,105085.78,Active
CUST-00142,Synergy Systems 142,SMB,REG-02,2025-03-18,18.2,509.92,29459.55,Churned
CUST-00143,Vanguard Solutions 143,Startup,REG-03,2025-03-28,5.1,2813.7,18070.71,Churned
CUST-00144,Apex Global 144,Startup,REG-03,2023-01-17,5.1,683.4,10128.23,Active
CUST-00145,Innovate X 145,Government,REG-04,2025-03-07,12.8,3866.75,110848.28,Active
CUST-00146,Omni Digital 146,Enterprise,REG-05,2023-11-05,30.7,11622.27,478080.71,Active
CUST-00147,Synergy Systems 147,Government,REG-01,2024-05-17,22.2,3078.7,223379.88,Active
CUST-00148,Innovate X 148,Enterprise,REG-02,2023-10-09,39.7,7646.33,861486.55,Active
CUST-00149,Starlight Media 149,Startup,REG-03,2024-04-09,11.1,2005.7,67326.82,Churned
CUST-00150,Apex Global 150,Mid-Market,REG-04,2024-04-07,36.0,3896.69,435300.45,Active
CUST-00151,Apex Global 151,SMB,REG-04,2023-11-17,14.0,1810.05,39305.19,Active
CUST-00152,TechCorp 152,Enterprise,REG-01,2023-04-06,29.3,9318.18,561631.61,Churned
CUST-00153,Omni Digital 153,Startup,REG-05,2024-07-29,7.9,927.81,14756.7,Active
CUST-00154,Quantum Labs 154,Enterprise,REG-03,2024-09-06,22.9,2587.81,140273.32,Active
CUST-00155,Omni Digital 155,Mid-Market,REG-01,2023-12-25,34.4,3572.93,363071.71,Active
CUST-00156,Nexus Dynamic 156,Startup,REG-05,2024-09-20,14.1,2448.59,89789.07,Active
CUST-00157,Synergy Systems 157,Enterprise,REG-02,2023-10-07,43.9,4744.34,412720.08,Churned
CUST-00158,Vanguard Solutions 158,Startup,REG-04,2023-03-13,4.6,2716.1,15873.84,Active
CUST-00159,Innovate X 159,Government,REG-04,2024-04-09,12.2,2692.78,93945.66,Active
CUST-00160,Nexus Dynamic 160,Startup,REG-01,2025-06-23,2.9,1050.93,7988.1,Active
CUST-00161,Horizon Inc 161,Government,REG-04,2024-05-12,19.4,2924.46,96210.89,Active
CUST-00162,Vanguard Solutions 162,Government,REG-01,2023-10-18,21.3,3863.95,198508.51,Active
CUST-00163,Nexus Dynamic 163,Government,REG-05,2023-02-26,3.2,2332.45,12582.83,Churned
CUST-00164,Vanguard Solutions 164,SMB,REG-03,2023-05-03,2.1,3114.55,10491.69,Active
CUST-00165,Omni Digital 165,Startup,REG-05,2025-05-03,14.0,1739.59,51466.97,Active
CUST-00166,Omni Digital 166,Enterprise,REG-04,2025-08-01,10.2,4787.14,106805.93,Active
CUST-00167,Horizon Inc 167,SMB,REG-01,2024-02-19,2.4,1636.69,11953.24,Active
CUST-00168,Nexus Dynamic 168,Enterprise,REG-04,2025-05-14,11.7,6074.6,150747.91,Churned
CUST-00169,Vanguard Solutions 169,SMB,REG-02,2023-12-08,16.0,767.33,32613.57,Active
CUST-00170,Nexus Dynamic 170,SMB,REG-03,2025-01-14,19.2,2759.05,81562.99,Churned
CUST-00171,Quantum Labs 171,Mid-Market,REG-02,2024-09-08,9.5,6314.07,82376.32,Active
CUST-00172,Innovate X 172,Government,REG-05,2025-02-17,18.6,4325.95,259790.69,Active
CUST-00173,Innovate X 173,SMB,REG-03,2023-06-04,9.9,2141.22,56221.24,Active
CUST-00174,Nexus Dynamic 174,Enterprise,REG-03,2024-06-03,10.0,6348.3,81670.67,Active
CUST-00175,TechCorp 175,Enterprise,REG-01,2024-09-21,38.1,5537.07,534738.47,Active
CUST-00176,Quantum Labs 176,Government,REG-05,2024-10-29,8.1,3926.28,74836.75,Active
CUST-00177,Quantum Labs 177,Enterprise,REG-03,2025-10-02,44.6,6797.76,484143.9,Active
CUST-00178,Horizon Inc 178,Government,REG-05,2024-06-19,19.5,2660.46,171784.48,Active
CUST-00179,Omni Digital 179,Startup,REG-01,2025-03-19,13.4,1671.27,43855.91,Active
CUST-00180,Apex Global 180,SMB,REG-03,2025-01-11,17.3,3875.44,173392.86,Active
CUST-00181,Innovate X 181,Startup,REG-02,2025-07-27,8.3,3886.94,90542.31,Active
CUST-00182,Starlight Media 182,Enterprise,REG-03,2024-07-26,26.3,9812.45,792350.9,Active
CUST-00183,Quantum Labs 183,Enterprise,REG-04,2024-06-04,25.5,5307.28,218513.56,Active
CUST-00184,Starlight Media 184,Mid-Market,REG-02,2023-05-21,9.6,3070.54,88805.22,Active
CUST-00185,Synergy Systems 185,Startup,REG-01,2024-11-08,8.1,3182.08,38698.69,Active
CUST-00186,Vanguard Solutions 186,Mid-Market,REG-05,2025-04-08,36.5,6048.28,287099.63,Active
CUST-00187,Quantum Labs 187,Government,REG-05,2023-10-19,23.3,4864.95,197031.53,Active
CUST-00188,Omni Digital 188,Mid-Market,REG-03,2024-11-25,38.1,7891.08,680029.73,Active
CUST-00189,Nexus Dynamic 189,Startup,REG-05,2024-03-04,19.4,3359.12,198296.2,Churned
CUST-00190,Apex Global 190,Enterprise,REG-04,2025-06-14,26.0,11310.08,834025.41,Active
CUST-00191,Apex Global 191,SMB,REG-01,2025-02-20,4.9,2072.62,24178.12,Active
CUST-00192,Vanguard Solutions 192,Mid-Market,REG-04,2025-06-24,16.6,1186.69,26051.82,Active
CUST-00193,Horizon Inc 193,Government,REG-01,2024-01-19,9.1,2423.1,31485.3,Active
CUST-00194,Quantum Labs 194,Mid-Market,REG-02,2023-02-09,14.3,6808.33,272699.54,Churned
CUST-00195,Innovate X 195,Government,REG-05,2023-01-06,27.5,849.77,39633.41,Churned
CUST-00196,Innovate X 196,Startup,REG-04,2023-04-24,16.0,1331.74,31540.96,Active
CUST-00197,Innovate X 197,Government,REG-01,2023-04-24,25.6,3374.1,210148.55,Active
CUST-00198,Apex Global 198,Mid-Market,REG-02,2023-10-26,19.5,5303.67,181328.8,Active
CUST-00199,TechCorp 199,Startup,REG-03,2023-03-11,19.2,2404.29,138890.95,Active
CUST-00200,Apex Global 200,Government,REG-04,2023-02-14,20.2,5900.46,212561.66,Churned
CUST-00201,Synergy Systems 201,SMB,REG-02,2025-01-20,13.8,862.82,30224.25,Active
CUST-00202,Quantum Labs 202,Enterprise,REG-03,2024-07-13,24.3,8249.35,623404.56,Active
CUST-00203,Vanguard Solutions 203,Mid-Market,REG-02,2023-03-06,29.8,7605.24,291241.67,Active
CUST-00204,TechCorp 204,Enterprise,REG-03,2025-08-13,22.7,5681.35,396628.4,Active
CUST-00205,Horizon Inc 205,Mid-Market,REG-03,2024-01-01,35.0,1334.63,126504.74,Active
CUST-00206,Quantum Labs 206,Government,REG-04,2025-01-31,14.9,5771.51,170252.53,Active
CUST-00207,Synergy Systems 207,SMB,REG-05,2023-10-01,16.4,3044.78,68985.97,Active
CUST-00208,Omni Digital 208,Startup,REG-03,2023-11-25,3.8,1647.72,11771.14,Active
CUST-00209,Omni Digital 209,Mid-Market,REG-04,2023-12-26,20.1,6087.7,403392.93,Active
CUST-00210,Synergy Systems 210,SMB,REG-01,2023-03-18,14.1,1921.74,64492.4,Active
CUST-00211,Horizon Inc 211,Enterprise,REG-02,2025-05-19,38.8,9703.78,481942.69,Churned
CUST-00212,Horizon Inc 212,SMB,REG-04,2025-08-30,12.2,2617.83,88206.42,Active
CUST-00213,Apex Global 213,Government,REG-01,2024-08-10,6.7,2676.49,34485.72,Active
CUST-00214,Quantum Labs 214,Enterprise,REG-02,2024-05-26,34.0,11092.2,554708.83,Active
CUST-00215,Apex Global 215,Mid-Market,REG-05,2023-10-20,29.0,7990.4,384752.9,Churned
CUST-00216,Horizon Inc 216,Government,REG-02,2025-07-09,22.3,5985.63,409005.42,Active
CUST-00217,Synergy Systems 217,SMB,REG-01,2024-07-17,11.8,3619.66,134890.13,Active
CUST-00218,TechCorp 218,SMB,REG-05,2023-08-18,4.2,1203.43,7679.75,Active
CUST-00219,Apex Global 219,SMB,REG-05,2024-08-09,8.6,3312.82,70336.39,Active
CUST-00220,Innovate X 220,Enterprise,REG-03,2024-02-12,60.0,9048.13,1307871.0,Active
CUST-00221,Synergy Systems 221,Enterprise,REG-02,2025-09-22,23.1,2278.73,119564.32,Active
CUST-00222,Apex Global 222,Startup,REG-05,2023-07-06,15.8,951.62,35432.69,Active
CUST-00223,Starlight Media 223,Startup,REG-02,2023-11-08,5.0,1629.31,23066.66,Active
CUST-00224,Innovate X 224,SMB,REG-01,2023-09-14,5.5,3847.23,38748.55,Active
CUST-00225,Innovate X 225,Startup,REG-01,2024-05-29,13.5,2571.33,88014.24,Active
CUST-00226,Innovate X 226,Startup,REG-03,2025-05-12,18.6,644.18,38182.2,Churned
CUST-00227,Starlight Media 227,SMB,REG-02,2025-02-24,12.3,2663.38,41593.44,Active
CUST-00228,TechCorp 228,SMB,REG-03,2024-05-09,6.4,3325.72,45421.63,Active
CUST-00229,Horizon Inc 229,Mid-Market,REG-04,2024-03-01,21.4,2428.16,134859.56,Active
CUST-00230,Apex Global 230,SMB,REG-04,2023-05-14,15.7,2302.43,52205.99,Active
CUST-00231,Omni Digital 231,SMB,REG-04,2023-09-11,4.5,677.12,10281.89,Active
CUST-00232,Quantum Labs 232,Mid-Market,REG-02,2025-04-13,15.8,5043.81,152948.8,Active
CUST-00233,Quantum Labs 233,Startup,REG-04,2024-05-25,17.8,2240.8,56124.44,Active
CUST-00234,Quantum Labs 234,Mid-Market,REG-02,2024-08-20,16.7,1353.78,52863.6,Active
CUST-00235,Omni Digital 235,SMB,REG-05,2023-01-09,17.2,2008.25,111558.18,Active
CUST-00236,Omni Digital 236,SMB,REG-01,2024-02-15,2.9,2466.36,14546.67,Active
CUST-00237,Synergy Systems 237,Startup,REG-04,2025-02-21,11.9,3388.59,106192.05,Active
CUST-00238,Vanguard Solutions 238,Enterprise,REG-04,2024-01-18,48.9,5060.4,831340.45,Active
CUST-00239,Quantum Labs 239,Startup,REG-05,2024-02-16,11.0,658.56,10976.23,Active
CUST-00240,Synergy Systems 240,Startup,REG-04,2023-06-02,12.9,2304.27,58092.37,Active
CUST-00241,Quantum Labs 241,Government,REG-05,2025-01-27,25.8,3867.05,236137.82,Active
CUST-00242,Innovate X 242,Startup,REG-03,2024-05-01,16.7,1789.25,82163.98,Active
CUST-00243,Innovate X 243,SMB,REG-01,2024-09-03,10.5,3884.75,122397.33,Active
CUST-00244,Omni Digital 244,Mid-Market,REG-01,2024-08-20,21.3,4669.63,284337.26,Active
CUST-00245,Omni Digital 245,Mid-Market,REG-02,2023-02-02,24.6,5903.65,238003.15,Active
CUST-00246,TechCorp 246,Mid-Market,REG-04,2024-12-08,11.3,4512.74,132910.64,Active
CUST-00247,Synergy Systems 247,Mid-Market,REG-05,2023-08-01,24.2,7986.86,444597.58,Active
CUST-00248,Nexus Dynamic 248,Government,REG-05,2023-12-17,17.7,4298.31,243121.92,Active
CUST-00249,Nexus Dynamic 249,Startup,REG-04,2023-07-16,19.2,1476.52,53482.1,Active
CUST-00250,Nexus Dynamic 250,SMB,REG-02,2024-12-07,14.7,1609.64,47376.59,Active
CUST-00251,Synergy Systems 251,SMB,REG-01,2024-08-10,14.2,1828.93,89712.75,Active
CUST-00252,Quantum Labs 252,SMB,REG-01,2023-10-22,19.2,776.6,49581.46,Active
CUST-00253,Innovate X 253,Mid-Market,REG-02,2025-04-27,23.4,7531.17,493652.67,Churned
CUST-00254,Apex Global 254,Startup,REG-02,2023-09-06,2.9,3668.14,18286.52,Active
CUST-00255,Synergy Systems 255,Government,REG-03,2025-01-04,15.8,4326.26,103637.95,Active
CUST-00256,TechCorp 256,Government,REG-04,2024-05-03,20.6,4718.53,180859.7,Active
CUST-00257,Synergy Systems 257,Enterprise,REG-05,2023-08-26,34.9,9092.74,1064454.8,Active
CUST-00258,Nexus Dynamic 258,Government,REG-02,2025-08-14,27.8,5985.15,351590.65,Active
CUST-00259,Starlight Media 259,Enterprise,REG-01,2023-11-02,36.7,2626.66,333623.94,Active
CUST-00260,Apex Global 260,Startup,REG-04,2025-06-29,18.9,3478.71,149671.02,Active
CUST-00261,Nexus Dynamic 261,SMB,REG-02,2025-01-18,10.3,1400.43,23486.69,Active
CUST-00262,Horizon Inc 262,Startup,REG-02,2023-06-29,13.0,2735.54,75840.55,Active
CUST-00263,TechCorp 263,Enterprise,REG-04,2024-11-16,11.2,11807.69,303920.7,Active
CUST-00264,Innovate X 264,SMB,REG-04,2023-08-30,10.0,1434.48,28089.1,Active
CUST-00265,Synergy Systems 265,Enterprise,REG-03,2024-10-31,25.4,3981.18,276660.42,Active
CUST-00266,Nexus Dynamic 266,Government,REG-05,2025-08-03,27.2,4443.67,231492.01,Churned
CUST-00267,Innovate X 267,SMB,REG-05,2023-08-15,5.9,967.49,8860.98,Active
CUST-00268,Vanguard Solutions 268,SMB,REG-04,2024-12-19,11.9,2147.9,62271.61,Active
CUST-00269,Innovate X 269,Mid-Market,REG-05,2025-06-13,32.3,4678.55,364917.46,Active
CUST-00270,Horizon Inc 270,Enterprise,REG-01,2025-04-28,35.6,6807.61,610049.08,Churned
CUST-00271,Quantum Labs 271,Startup,REG-04,2023-04-30,14.2,3009.21,99319.34,Active
CUST-00272,Nexus Dynamic 272,Enterprise,REG-04,2023-05-16,33.7,6296.38,282803.03,Active
CUST-00273,Horizon Inc 273,Enterprise,REG-04,2023-09-18,50.1,9330.95,1182780.09,Churned
CUST-00274,Omni Digital 274,Enterprise,REG-05,2023-03-03,56.5,2224.7,420788.96,Churned
CUST-00275,Omni Digital 275,Mid-Market,REG-02,2025-02-23,27.1,6105.03,565280.4,Active
