order_id,order_date,customer_id,customer_segment,product_id,product_category,employee_id,region_id,quantity,unit_price,unit_cost,discount_pct,gross_revenue,revenue,cogs,profit,profit_margin
ORD-003272,2023-01-03,CUST-0097,SMB,PROD-117,Consulting Services,EMP-147,REG-01,1,28953.38,16459.48,0.2,28953.38,23162.7,16459.48,6703.22,28.94
ORD-005971,2023-01-03,CUST-0380,Enterprise,PROD-121,Enterprise Software,EMP-119,REG-01,6,59342.74,26842.26,0.08,356056.44,327571.92,161053.56,166518.36,50.83
ORD-006359,2023-01-03,CUST-0476,SMB,PROD-111,Cloud Infrastructure,EMP-033,REG-03,3,68000.0,32000.0,0.08,204000.0,187680.0,96000.0,91680.0,48.85
ORD-006762,2023-01-03,CUST-1062,Government,PROD-106,SaaS Subscriptions,EMP-033,REG-04,1,22000.0,8000.0,0.1,22000.0,19800.0,8000.0,11800.0,59.6
ORD-007031,2023-01-03,CUST-0866,Startup,PROD-102,Enterprise Software,EMP-117,REG-01,2,78000.0,35000.0,0.15,156000.0,132600.0,70000.0,62600.0,47.21
ORD-007657,2023-01-03,CUST-1003,Government,PROD-101,Cloud Infrastructure,EMP-001,REG-01,2,95000.0,45000.0,0.05,190000.0,180500.0,90000.0,90500.0,50.14
ORD-008338,2023-01-03,CUST-0132,SMB,PROD-114,Enterprise Software,EMP-032,REG-05,2,38138.57,22674.59,0.05,76277.14,72463.28,45349.18,27114.1,37.42
ORD-008483,2023-01-03,CUST-0174,Enterprise,PROD-121,Enterprise Software,EMP-130,REG-05,8,59342.74,26842.26,0.05,474741.92,451004.82,214738.08,236266.74,52.39
ORD-001307,2023-01-04,CUST-1106,Enterprise,PROD-107,SaaS Subscriptions,EMP-058,REG-02,5,32000.0,12000.0,0.08,160000.0,147200.0,60000.0,87200.0,59.24
ORD-001350,2023-01-04,CUST-0728,Government,PROD-123,Hardware Workstations,EMP-147,REG-04,2,108253.94,48204.93,0.1,216507.88,194857.09,96409.86,98447.23,50.52
ORD-002868,2023-01-04,CUST-0227,SMB,PROD-107,SaaS Subscriptions,EMP-146,REG-01,1,32000.0,12000.0,0.05,32000.0,30400.0,12000.0,18400.0,60.53
ORD-003160,2023-01-04,CUST-1135,Mid-Market,PROD-122,Cloud Infrastructure,EMP-033,REG-01,6,33716.91,20101.02,0.08,202301.46,186117.34,120606.12,65511.22,35.2
ORD-005914,2023-01-04,CUST-0702,Government,PROD-116,Cloud Infrastructure,EMP-117,REG-01,5,35996.28,20153.24,0.15,179981.4,152984.19,100766.2,52217.99,34.13
ORD-006074,2023-01-04,CUST-1124,Startup,PROD-125,SaaS Subscriptions,EMP-146,REG-02,3,35469.07,19334.01,0.1,106407.21,95766.49,58002.03,37764.46,39.43
ORD-006867,2023-01-04,CUST-0924,SMB,PROD-114,Enterprise Software,EMP-001,REG-02,2,38138.57,22674.59,0.1,76277.14,68649.43,45349.18,23300.25,33.94
ORD-006945,2023-01-04,CUST-0158,SMB,PROD-106,SaaS Subscriptions,EMP-032,REG-03,3,22000.0,8000.0,0.05,66000.0,62700.0,24000.0,38700.0,61.72
ORD-007928,2023-01-04,CUST-1089,Startup,PROD-102,Enterprise Software,EMP-119,REG-02,2,78000.0,35000.0,0.2,156000.0,124800.0,70000.0,54800.0,43.91
ORD-002197,2023-01-05,CUST-0293,Enterprise,PROD-119,Hardware Workstations,EMP-128,REG-03,11,95539.33,59518.68,0.05,1050932.63,998386.0,654705.48,343680.52,34.42
ORD-003040,2023-01-05,CUST-0817,Mid-Market,PROD-121,Enterprise Software,EMP-117,REG-04,2,59342.74,26842.26,0.05,118685.48,112751.21,53684.52,59066.69,52.39
ORD-003218,2023-01-05,CUST-0635,Startup,PROD-115,Consulting Services,EMP-096,REG-04,1,38327.67,19781.64,0.15,38327.67,32578.52,19781.64,12796.88,39.28
ORD-004060,2023-01-05,CUST-0484,Enterprise,PROD-118,Consulting Services,EMP-147,REG-02,11,74600.14,38073.59,0.1,820601.54,738541.39,418809.49,319731.9,43.29
ORD-004086,2023-01-05,CUST-0111,Government,PROD-111,Cloud Infrastructure,EMP-117,REG-02,1,68000.0,32000.0,0.2,68000.0,54400.0,32000.0,22400.0,41.18
ORD-006350,2023-01-05,CUST-1017,Government,PROD-103,Cloud Infrastructure,EMP-146,REG-04,2,55000.0,25000.0,0.15,110000.0,93500.0,50000.0,43500.0,46.52
ORD-006594,2023-01-05,CUST-0372,Startup,PROD-107,SaaS Subscriptions,EMP-119,REG-01,1,32000.0,12000.0,0.2,32000.0,25600.0,12000.0,13600.0,53.12
ORD-006764,2023-01-05,CUST-0237,Startup,PROD-108,Enterprise Software,EMP-001,REG-04,3,180000.0,85000.0,0.05,540000.0,513000.0,255000.0,258000.0,50.29
ORD-002178,2023-01-06,CUST-0367,Government,PROD-111,Cloud Infrastructure,EMP-104,REG-02,1,68000.0,32000.0,0.2,68000.0,54400.0,32000.0,22400.0,41.18
ORD-002482,2023-01-06,CUST-0081,Startup,PROD-123,Hardware Workstations,EMP-024,REG-03,3,108253.94,48204.93,0.2,324761.82,259809.46,144614.79,115194.67,44.34
ORD-004121,2023-01-06,CUST-0654,SMB,PROD-103,Cloud Infrastructure,EMP-130,REG-03,1,55000.0,25000.0,0.05,55000.0,52250.0,25000.0,27250.0,52.15
ORD-004136,2023-01-06,CUST-1184,Enterprise,PROD-110,Consulting Services,EMP-147,REG-02,2,210000.0,90000.0,0.1,420000.0,378000.0,180000.0,198000.0,52.38
ORD-004894,2023-01-06,CUST-0712,Enterprise,PROD-122,Cloud Infrastructure,EMP-119,REG-01,6,33716.91,20101.02,0.1,202301.46,182071.31,120606.12,61465.19,33.76
ORD-005951,2023-01-06,CUST-0678,Government,PROD-116,Cloud Infrastructure,EMP-058,REG-05,4,35996.28,20153.24,0.15,143985.12,122387.35,80612.96,41774.39,34.13
ORD-005975,2023-01-06,CUST-0888,Mid-Market,PROD-111,Cloud Infrastructure,EMP-146,REG-03,5,68000.0,32000.0,0.0,340000.0,340000.0,160000.0,180000.0,52.94
ORD-007573,2023-01-06,CUST-0200,Government,PROD-103,Cloud Infrastructure,EMP-146,REG-04,4,55000.0,25000.0,0.2,220000.0,176000.0,100000.0,76000.0,43.18
ORD-008356,2023-01-06,CUST-0055,Government,PROD-106,SaaS Subscriptions,EMP-128,REG-05,2,22000.0,8000.0,0.15,44000.0,37400.0,16000.0,21400.0,57.22
ORD-000184,2023-01-07,CUST-0671,Startup,PROD-120,Enterprise Software,EMP-117,REG-02,2,99971.14,53397.67,0.15,199942.28,169950.94,106795.34,63155.6,37.16
ORD-000313,2023-01-07,CUST-0137,Startup,PROD-109,Consulting Services,EMP-058,REG-02,2,140000.0,60000.0,0.1,280000.0,252000.0,120000.0,132000.0,52.38
ORD-000492,2023-01-07,CUST-0888,Mid-Market,PROD-106,SaaS Subscriptions,EMP-130,REG-03,1,22000.0,8000.0,0.0,22000.0,22000.0,8000.0,14000.0,63.64
ORD-004003,2023-01-07,CUST-0502,Mid-Market,PROD-115,Consulting Services,EMP-001,REG-01,5,38327.67,19781.64,0.2,191638.35,153310.68,98908.2,54402.48,35.49
ORD-004157,2023-01-07,CUST-0140,Government,PROD-119,Hardware Workstations,EMP-090,REG-04,1,95539.33,59518.68,0.15,95539.33,81208.43,59518.68,21689.75,26.71
ORD-005931,2023-01-07,CUST-1016,Government,PROD-102,Enterprise Software,EMP-146,REG-04,3,78000.0,35000.0,0.2,234000.0,187200.0,105000.0,82200.0,43.91
ORD-006908,2023-01-07,CUST-1195,Startup,PROD-102,Enterprise Software,EMP-128,REG-03,1,78000.0,35000.0,0.08,78000.0,71760.0,35000.0,36760.0,51.23
ORD-007852,2023-01-07,CUST-0161,Government,PROD-105,Hardware Workstations,EMP-049,REG-03,6,75000.0,40000.0,0.0,450000.0,450000.0,240000.0,210000.0,46.67
ORD-008099,2023-01-07,CUST-1174,Government,PROD-123,Hardware Workstations,EMP-032,REG-01,6,108253.94,48204.93,0.15,649523.64,552095.09,289229.58,262865.51,47.61
ORD-001492,2023-01-08,CUST-1167,Startup,PROD-106,SaaS Subscriptions,EMP-049,REG-05,3,22000.0,8000.0,0.15,66000.0,56100.0,24000.0,32100.0,57.22
ORD-001640,2023-01-08,CUST-0966,Startup,PROD-125,SaaS Subscriptions,EMP-042,REG-02,2,35469.07,19334.01,0.15,70938.14,60297.42,38668.02,21629.4,35.87
ORD-002016,2023-01-08,CUST-0806,SMB,PROD-108,Enterprise Software,EMP-096,REG-05,1,180000.0,85000.0,0.2,180000.0,144000.0,85000.0,59000.0,40.97
ORD-002491,2023-01-08,CUST-0635,Startup,PROD-102,Enterprise Software,EMP-147,REG-04,1,78000.0,35000.0,0.15,78000.0,66300.0,35000.0,31300.0,47.21
ORD-003062,2023-01-08,CUST-0169,Startup,PROD-112,Enterprise Software,EMP-134,REG-05,2,110000.0,48000.0,0.08,220000.0,202400.0,96000.0,106400.0,52.57
ORD-003438,2023-01-08,CUST-0559,Startup,PROD-111,Cloud Infrastructure,EMP-128,REG-03,2,68000.0,32000.0,0.1,136000.0,122400.0,64000.0,58400.0,47.71
ORD-004968,2023-01-08,CUST-0105,Government,PROD-112,Enterprise Software,EMP-063,REG-01,4,110000.0,48000.0,0.05,440000.0,418000.0,192000.0,226000.0,54.07
ORD-005012,2023-01-08,CUST-0247,Enterprise,PROD-114,Enterprise Software,EMP-049,REG-05,10,38138.57,22674.59,0.1,381385.7,343247.13,226745.9,116501.23,33.94
ORD-008380,2023-01-08,CUST-0705,SMB,PROD-119,Hardware Workstations,EMP-130,REG-05,2,95539.33,59518.68,0.2,191078.66,152862.93,119037.36,33825.57,22.13
ORD-002272,2023-01-09,CUST-0331,Mid-Market,PROD-118,Consulting Services,EMP-146,REG-03,6,74600.14,38073.59,0.0,447600.84,447600.84,228441.54,219159.3,48.96
ORD-004419,2023-01-09,CUST-1148,SMB,PROD-107,SaaS Subscriptions,EMP-147,REG-05,1,32000.0,12000.0,0.15,32000.0,27200.0,12000.0,15200.0,55.88
ORD-005840,2023-01-09,CUST-1119,Enterprise,PROD-124,SaaS Subscriptions,EMP-117,REG-04,5,105825.2,44492.55,0.08,529126.0,486795.92,222462.75,264333.17,54.3
ORD-006031,2023-01-09,CUST-0241,Government,PROD-111,Cloud Infrastructure,EMP-033,REG-05,6,68000.0,32000.0,0.08,408000.0,375360.0,192000.0,183360.0,48.85
ORD-000046,2023-01-10,CUST-0670,Government,PROD-110,Consulting Services,EMP-119,REG-03,1,210000.0,90000.0,0.15,210000.0,178500.0,90000.0,88500.0,49.58
ORD-001562,2023-01-10,CUST-0007,Startup,PROD-117,Consulting Services,EMP-146,REG-03,3,28953.38,16459.48,0.15,86860.14,73831.12,49378.44,24452.68,33.12
ORD-002558,2023-01-10,CUST-0615,Mid-Market,PROD-101,Cloud Infrastructure,EMP-104,REG-01,6,95000.0,45000.0,0.05,570000.0,541500.0,270000.0,271500.0,50.14
ORD-005415,2023-01-10,CUST-0677,Mid-Market,PROD-113,Cloud Infrastructure,EMP-063,REG-01,6,29803.96,16375.59,0.1,178823.76,160941.38,98253.54,62687.84,38.95
ORD-005777,2023-01-10,CUST-0896,Mid-Market,PROD-111,Cloud Infrastructure,EMP-119,REG-03,5,68000.0,32000.0,0.08,340000.0,312800.0,160000.0,152800.0,48.85
ORD-006415,2023-01-10,CUST-0592,Startup,PROD-107,SaaS Subscriptions,EMP-104,REG-01,1,32000.0,12000.0,0.08,32000.0,29440.0,12000.0,17440.0,59.24
ORD-006537,2023-01-10,CUST-0278,Mid-Market,PROD-104,Hardware Workstations,EMP-117,REG-04,5,120000.0,65000.0,0.2,600000.0,480000.0,325000.0,155000.0,32.29
ORD-000792,2023-01-11,CUST-1181,Startup,PROD-116,Cloud Infrastructure,EMP-128,REG-01,1,35996.28,20153.24,0.05,35996.28,34196.47,20153.24,14043.23,41.07
ORD-001716,2023-01-11,CUST-1106,Enterprise,PROD-119,Hardware Workstations,EMP-063,REG-02,1,95539.33,59518.68,0.2,95539.33,76431.46,59518.68,16912.78,22.13
ORD-005493,2023-01-11,CUST-0394,Startup,PROD-101,Cloud Infrastructure,EMP-090,REG-01,1,95000.0,45000.0,0.2,95000.0,76000.0,45000.0,31000.0,40.79
ORD-000837,2023-01-12,CUST-0684,Government,PROD-122,Cloud Infrastructure,EMP-058,REG-05,2,33716.91,20101.02,0.15,67433.82,57318.75,40202.04,17116.71,29.86
ORD-004898,2023-01-12,CUST-0700,SMB,PROD-114,Enterprise Software,EMP-090,REG-02,3,38138.57,22674.59,0.2,114415.71,91532.57,68023.77,23508.8,25.68
ORD-005744,2023-01-12,CUST-0912,Mid-Market,PROD-122,Cloud Infrastructure,EMP-119,REG-02,5,33716.91,20101.02,0.0,168584.55,168584.55,100505.1,68079.45,40.38
ORD-006765,2023-01-12,CUST-1030,Mid-Market,PROD-108,Enterprise Software,EMP-042,REG-01,3,180000.0,85000.0,0.0,540000.0,540000.0,255000.0,285000.0,52.78
ORD-008278,2023-01-12,CUST-0037,SMB,PROD-101,Cloud Infrastructure,EMP-024,REG-02,1,95000.0,45000.0,0.0,95000.0,95000.0,45000.0,50000.0,52.63
ORD-001872,2023-01-13,CUST-0167,SMB,PROD-101,Cloud Infrastructure,EMP-049,REG-02,3,95000.0,45000.0,0.2,285000.0,228000.0,135000.0,93000.0,40.79
ORD-002001,2023-01-13,CUST-0206,Enterprise,PROD-106,SaaS Subscriptions,EMP-049,REG-05,1,22000.0,8000.0,0.15,22000.0,18700.0,8000.0,10700.0,57.22
ORD-002402,2023-01-13,CUST-0588,Startup,PROD-116,Cloud Infrastructure,EMP-117,REG-05,3,35996.28,20153.24,0.15,107988.84,91790.51,60459.72,31330.79,34.13
ORD-005751,2023-01-13,CUST-0012,Mid-Market,PROD-116,Cloud Infrastructure,EMP-130,REG-02,5,35996.28,20153.24,0.08,179981.4,165582.89,100766.2,64816.69,39.14
ORD-006143,2023-01-13,CUST-0901,SMB,PROD-104,Hardware Workstations,EMP-096,REG-05,2,120000.0,65000.0,0.0,240000.0,240000.0,130000.0,110000.0,45.83
ORD-007233,2023-01-13,CUST-0562,Enterprise,PROD-124,SaaS Subscriptions,EMP-033,REG-02,1,105825.2,44492.55,0.05,105825.2,100533.94,44492.55,56041.39,55.74
ORD-000520,2023-01-14,CUST-1003,Government,PROD-114,Enterprise Software,EMP-058,REG-01,3,38138.57,22674.59,0.0,114415.71,114415.71,68023.77,46391.94,40.55
ORD-000647,2023-01-14,CUST-1053,Mid-Market,PROD-120,Enterprise Software,EMP-128,REG-04,4,99971.14,53397.67,0.1,399884.56,359896.1,213590.68,146305.42,40.65
ORD-000750,2023-01-14,CUST-0266,SMB,PROD-117,Consulting Services,EMP-117,REG-04,3,28953.38,16459.48,0.2,86860.14,69488.11,49378.44,20109.67,28.94
ORD-002627,2023-01-14,CUST-1084,Mid-Market,PROD-103,Cloud Infrastructure,EMP-117,REG-03,1,55000.0,25000.0,0.15,55000.0,46750.0,25000.0,21750.0,46.52
ORD-003059,2023-01-14,CUST-0965,Mid-Market,PROD-101,Cloud Infrastructure,EMP-001,REG-03,3,95000.0,45000.0,0.0,285000.0,285000.0,135000.0,150000.0,52.63
ORD-003409,2023-01-14,CUST-1024,SMB,PROD-116,Cloud Infrastructure,EMP-134,REG-05,3,35996.28,20153.24,0.15,107988.84,91790.51,60459.72,31330.79,34.13
ORD-004407,2023-01-14,CUST-0279,Startup,PROD-118,Consulting Services,EMP-042,REG-02,3,74600.14,38073.59,0.15,223800.42,190230.36,114220.77,76009.59,39.96
ORD-004487,2023-01-14,CUST-0593,SMB,PROD-117,Consulting Services,EMP-090,REG-04,2,28953.38,16459.48,0.08,57906.76,53274.22,32918.96,20355.26,38.21
ORD-005567,2023-01-14,CUST-0429,Government,PROD-103,Cloud Infrastructure,EMP-130,REG-03,3,55000.0,25000.0,0.0,165000.0,165000.0,75000.0,90000.0,54.55
ORD-006040,2023-01-14,CUST-1006,SMB,PROD-108,Enterprise Software,EMP-058,REG-05,2,180000.0,85000.0,0.0,360000.0,360000.0,170000.0,190000.0,52.78
ORD-006433,2023-01-14,CUST-0809,Enterprise,PROD-114,Enterprise Software,EMP-147,REG-01,9,38138.57,22674.59,0.2,343247.13,274597.7,204071.31,70526.39,25.68
ORD-006828,2023-01-14,CUST-0262,Startup,PROD-121,Enterprise Software,EMP-147,REG-02,1,59342.74,26842.26,0.1,59342.74,53408.47,26842.26,26566.21,49.74
ORD-008200,2023-01-14,CUST-0355,SMB,PROD-118,Consulting Services,EMP-063,REG-03,2,74600.14,38073.59,0.05,149200.28,141740.27,76147.18,65593.09,46.28
ORD-000210,2023-01-15,CUST-0716,Startup,PROD-119,Hardware Workstations,EMP-032,REG-03,2,95539.33,59518.68,0.15,191078.66,162416.86,119037.36,43379.5,26.71
ORD-000754,2023-01-15,CUST-0625,Startup,PROD-102,Enterprise Software,EMP-032,REG-03,2,78000.0,35000.0,0.2,156000.0,124800.0,70000.0,54800.0,43.91
ORD-001739,2023-01-15,CUST-1101,SMB,PROD-112,Enterprise Software,EMP-001,REG-03,3,110000.0,48000.0,0.2,330000.0,264000.0,144000.0,120000.0,45.45
ORD-001999,2023-01-15,CUST-0767,Startup,PROD-102,Enterprise Software,EMP-130,REG-02,1,78000.0,35000.0,0.05,78000.0,74100.0,35000.0,39100.0,52.77
ORD-002060,2023-01-15,CUST-0108,SMB,PROD-117,Consulting Services,EMP-119,REG-01,2,28953.38,16459.48,0.08,57906.76,53274.22,32918.96,20355.26,38.21
ORD-002119,2023-01-15,CUST-0823,Government,PROD-123,Hardware Workstations,EMP-119,REG-03,5,108253.94,48204.93,0.0,541269.7,541269.7,241024.65,300245.05,55.47
ORD-003536,2023-01-15,CUST-0833,Startup,PROD-122,Cloud Infrastructure,EMP-049,REG-05,3,33716.91,20101.02,0.05,101150.73,96093.19,60303.06,35790.13,37.25
ORD-003957,2023-01-15,CUST-0768,Startup,PROD-118,Consulting Services,EMP-063,REG-02,1,74600.14,38073.59,0.05,74600.14,70870.13,38073.59,32796.54,46.28
ORD-003991,2023-01-15,CUST-0597,SMB,PROD-120,Enterprise Software,EMP-090,REG-04,1,99971.14,53397.67,0.1,99971.14,89974.03,53397.67,36576.36,40.65
ORD-004233,2023-01-15,CUST-0173,SMB,PROD-117,Consulting Services,EMP-058,REG-01,2,28953.38,16459.48,0.2,57906.76,46325.41,32918.96,13406.45,28.94
ORD-006103,2023-01-15,CUST-0889,SMB,PROD-123,Hardware Workstations,EMP-058,REG-01,3,108253.94,48204.93,0.08,324761.82,298780.87,144614.79,154166.08,51.6
ORD-006124,2023-01-15,CUST-0832,SMB,PROD-120,Enterprise Software,EMP-001,REG-04,1,99971.14,53397.67,0.1,99971.14,89974.03,53397.67,36576.36,40.65
ORD-006711,2023-01-15,CUST-0899,Government,PROD-111,Cloud Infrastructure,EMP-042,REG-02,6,68000.0,32000.0,0.0,408000.0,408000.0,192000.0,216000.0,52.94
ORD-007825,2023-01-15,CUST-0774,Startup,PROD-109,Consulting Services,EMP-001,REG-01,2,140000.0,60000.0,0.2,280000.0,224000.0,120000.0,104000.0,46.43
ORD-008072,2023-01-15,CUST-0556,Enterprise,PROD-107,SaaS Subscriptions,EMP-119,REG-02,7,32000.0,12000.0,0.15,224000.0,190400.0,84000.0,106400.0,55.88
ORD-000455,2023-01-16,CUST-0646,Mid-Market,PROD-103,Cloud Infrastructure,EMP-130,REG-03,2,55000.0,25000.0,0.0,110000.0,110000.0,50000.0,60000.0,54.55
ORD-000818,2023-01-16,CUST-0455,Startup,PROD-102,Enterprise Software,EMP-096,REG-02,1,78000.0,35000.0,0.0,78000.0,78000.0,35000.0,43000.0,55.13
ORD-002300,2023-01-16,CUST-0967,Mid-Market,PROD-106,SaaS Subscriptions,EMP-128,REG-04,2,22000.0,8000.0,0.15,44000.0,37400.0,16000.0,21400.0,57.22
ORD-002353,2023-01-16,CUST-0379,Government,PROD-102,Enterprise Software,EMP-042,REG-03,4,78000.0,35000.0,0.0,312000.0,312000.0,140000.0,172000.0,55.13
ORD-004563,2023-01-16,CUST-0116,SMB,PROD-121,Enterprise Software,EMP-130,REG-03,1,59342.74,26842.26,0.05,59342.74,56375.6,26842.26,29533.34,52.39
ORD-004661,2023-01-16,CUST-0173,SMB,PROD-106,SaaS Subscriptions,EMP-134,REG-01,2,22000.0,8000.0,0.05,44000.0,41800.0,16000.0,25800.0,61.72
ORD-006844,2023-01-16,CUST-0618,Government,PROD-117,Consulting Services,EMP-128,REG-03,5,28953.38,16459.48,0.1,144766.9,130290.21,82297.4,47992.81,36.84
ORD-000755,2023-01-17,CUST-0185,Enterprise,PROD-108,Enterprise Software,EMP-146,REG-02,7,180000.0,85000.0,0.08,1260000.0,1159200.0,595000.0,564200.0,48.67
ORD-001707,2023-01-17,CUST-0425,Enterprise,PROD-106,SaaS Subscriptions,EMP-049,REG-01,1,22000.0,8000.0,0.05,22000.0,20900.0,8000.0,12900.0,61.72
ORD-002294,2023-01-17,CUST-0976,Startup,PROD-122,Cloud Infrastructure,EMP-001,REG-02,1,33716.91,20101.02,0.0,33716.91,33716.91,20101.02,13615.89,40.38
ORD-002552,2023-01-17,CUST-0105,Government,PROD-107,SaaS Subscriptions,EMP-130,REG-01,3,32000.0,12000.0,0.05,96000.0,91200.0,36000.0,55200.0,60.53
ORD-006301,2023-01-17,CUST-1064,Enterprise,PROD-117,Consulting Services,EMP-134,REG-02,7,28953.38,16459.48,0.05,202673.66,192539.98,115216.36,77323.62,40.16
ORD-008174,2023-01-17,CUST-0003,SMB,PROD-115,Consulting Services,EMP-147,REG-01,2,38327.67,19781.64,0.1,76655.34,68989.81,39563.28,29426.53,42.65
ORD-008281,2023-01-17,CUST-0164,Enterprise,PROD-124,SaaS Subscriptions,EMP-032,REG-05,4,105825.2,44492.55,0.2,423300.8,338640.64,177970.2,160670.44,47.45
ORD-000399,2023-01-18,CUST-0308,Government,PROD-114,Enterprise Software,EMP-147,REG-02,4,38138.57,22674.59,0.0,152554.28,152554.28,90698.36,61855.92,40.55
ORD-002416,2023-01-18,CUST-0688,Mid-Market,PROD-120,Enterprise Software,EMP-090,REG-01,3,99971.14,53397.67,0.1,299913.42,269922.08,160193.01,109729.07,40.65
ORD-005284,2023-01-18,CUST-0655,Enterprise,PROD-109,Consulting Services,EMP-001,REG-05,8,140000.0,60000.0,0.05,1120000.0,1064000.0,480000.0,584000.0,54.89
ORD-007441,2023-01-18,CUST-0774,Startup,PROD-101,Cloud Infrastructure,EMP-033,REG-01,3,95000.0,45000.0,0.08,285000.0,262200.0,135000.0,127200.0,48.51
ORD-007521,2023-01-18,CUST-0067,Enterprise,PROD-121,Enterprise Software,EMP-042,REG-03,6,59342.74,26842.26,0.2,356056.44,284845.15,161053.56,123791.59,43.46
ORD-007890,2023-01-18,CUST-0074,Enterprise,PROD-110,Consulting Services,EMP-042,REG-04,2,210000.0,90000.0,0.08,420000.0,386400.0,180000.0,206400.0,53.42
ORD-004971,2023-01-19,CUST-0632,Mid-Market,PROD-119,Hardware Workstations,EMP-130,REG-03,5,95539.33,59518.68,0.1,477696.65,429926.98,297593.4,132333.58,30.78
ORD-000142,2023-01-20,CUST-0028,Mid-Market,PROD-120,Enterprise Software,EMP-104,REG-01,1,99971.14,53397.67,0.05,99971.14,94972.58,53397.67,41574.91,43.78
ORD-001042,2023-01-20,CUST-0070,Enterprise,PROD-111,Cloud Infrastructure,EMP-147,REG-05,6,68000.0,32000.0,0.0,408000.0,408000.0,192000.0,216000.0,52.94
