transaction_id,transaction_date,revenue,operating_expense,marketing_expense,payroll_expense,operating_profit,cash_flow,budget
FIN-00051,2023-02-20,188141.99,47238.89,29392.76,50309.05,61201.29,67538.01,206422.62
FIN-00052,2023-02-21,251990.66,64598.66,35091.83,86070.47,66229.7,63584.59,265843.2
FIN-00053,2023-02-22,199716.64,63577.89,21485.43,66589.42,48063.9,50823.59,196207.41
FIN-00054,2023-02-23,150623.43,43125.08,18482.63,40738.1,48277.62,43196.99,153248.16
FIN-00055,2023-02-24,186397.19,60713.99,21395.45,61987.16,42300.59,43458.3,195559.66
FIN-00056,2023-02-25,145648.67,53965.78,24140.84,42838.47,24703.58,27411.06,153231.49
FIN-00057,2023-02-26,191235.25,58027.59,35595.8,59528.05,38083.81,37701.92,190265.59
FIN-00058,2023-02-27,162747.56,58474.39,16525.58,56398.64,31348.95,33832.74,175414.93
FIN-00059,2023-02-28,177541.82,51773.7,33703.33,38146.39,53918.4,51993.06,192614.61
FIN-00060,2023-03-01,364485.97,95435.03,67939.28,113093.45,88018.21,95366.2,389888.06
FIN-00061,2023-03-02,242539.07,61855.72,38379.33,63631.66,78672.36,86363.1,236441.16
FIN-00062,2023-03-03,254763.56,76584.31,46455.88,75187.26,56536.11,52350.94,261601.6
FIN-00063,2023-03-04,117782.86,34872.76,19974.45,33587.54,29348.11,24974.27,125909.73
FIN-00064,2023-03-05,244004.51,74203.51,48218.53,59635.05,61947.42,65014.5,245727.85
FIN-00065,2023-03-06,231641.87,60335.97,32580.42,51677.91,87047.57,84364.31,254228.25
FIN-00066,2023-03-07,416491.05,131129.71,55233.67,109520.8,120606.87,104076.56,418692.93
FIN-00067,2023-03-08,300926.32,117740.69,58530.33,87765.55,36889.75,41551.03,303102.83
FIN-00068,2023-03-09,339286.27,108695.5,57647.93,97622.53,75320.31,64104.58,361366.87
FIN-00069,2023-03-10,115930.15,33828.38,12761.49,32800.37,36539.91,37971.07,115068.68
FIN-00070,2023-03-11,75153.08,23596.65,9755.88,26252.68,15547.87,15026.32,72400.79
FIN-00071,2023-03-12,204123.82,63541.33,21913.74,62238.78,56429.97,56378.25,196765.73
FIN-00072,2023-03-13,176158.73,48261.91,32591.9,42895.92,52409.0,47012.26,175184.16
FIN-00073,2023-03-14,88061.07,28699.93,10520.14,18267.68,30573.32,28648.73,87304.77
FIN-00074,2023-03-15,98523.62,29205.96,18971.72,33577.22,16768.72,16085.9,102835.56
FIN-00075,2023-03-16,58478.78,22541.36,9379.82,16401.22,10156.38,11602.4,56953.14
FIN-00076,2023-03-17,455448.61,115136.07,50837.93,155537.72,133936.89,139186.62,450927.57
FIN-00077,2023-03-18,251158.8,93441.46,48268.43,60746.72,48702.19,45522.63,242818.43
FIN-00078,2023-03-19,289081.47,112369.07,36505.86,87218.32,52988.22,59256.46,285348.07
FIN-00079,2023-03-20,90770.46,35132.6,14225.53,18285.14,23127.19,20572.77,90004.79
FIN-00080,2023-03-21,286019.51,106190.37,46480.75,77475.26,55873.13,55849.15,272353.1
FIN-00081,2023-03-22,159588.39,50911.29,31210.72,37405.02,40061.36,34950.42,168969.67
FIN-00082,2023-03-23,186283.21,71224.59,29218.72,61035.52,24804.38,28027.77,183328.56
FIN-00083,2023-03-24,104569.29,31408.04,13657.3,35189.18,24314.77,24760.57,100083.89
FIN-00084,2023-03-25,172887.25,50653.53,27581.57,53098.22,41553.93,47106.02,183609.46
FIN-00085,2023-03-26,194695.73,56987.2,20148.31,48804.94,68755.28,60982.46,199710.0
FIN-00086,2023-03-27,344623.88,113985.06,43679.57,70926.25,116033.0,99734.75,335350.12
FIN-00087,2023-03-28,255790.9,78904.93,36044.67,72688.34,68152.96,60393.71,262939.94
FIN-00088,2023-03-29,165540.88,65480.42,25726.19,44667.6,29666.67,29796.23,171835.93
FIN-00089,2023-03-30,90077.71,25000.98,14200.3,21838.64,29037.79,31400.98,85879.69
FIN-00090,2023-03-31,331330.11,118886.69,37385.87,111108.43,63949.12,61884.62,330742.47
FIN-00091,2023-04-01,228774.12,71131.26,42623.61,48574.85,66444.4,76253.36,238058.25
FIN-00092,2023-04-02,79256.34,19934.43,8413.43,16023.29,34885.19,37218.65,78825.82
FIN-00093,2023-04-03,180463.64,66306.44,19232.34,50777.18,44147.68,42095.58,173356.96
FIN-00094,2023-04-04,167220.72,66248.78,31750.34,53606.36,15615.24,15254.6,164588.89
FIN-00095,2023-04-05,274002.57,70073.1,28306.16,92960.03,82663.28,88191.34,273735.93
FIN-00096,2023-04-06,175872.66,46832.03,25497.01,59831.2,43712.42,41314.59,171986.35
FIN-00097,2023-04-07,355301.75,132969.98,55975.65,118252.4,48103.72,52043.66,345958.87
FIN-00098,2023-04-08,254665.37,67886.05,32103.82,59679.28,94996.22,99981.02,247414.99
FIN-00099,2023-04-09,208129.46,59110.15,24845.9,61769.01,62404.4,68229.57,223181.58
FIN-00100,2023-04-10,136679.61,35628.7,18441.17,39086.53,43523.21,43373.83,149488.55
